episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
48906,-33.0,3,0,4,0.0346,0.001
48907,-35.0,1,0,2,0.0346,0.001
48908,-29.0,7,0,8,0.0346,0.001
48909,40.0,5,1,5,0.0346,0.001
48910,-33.0,3,0,4,0.0346,0.001
48911,45.0,10,1,10,0.0346,0.001
48912,-27.0,9,0,10,0.0346,0.001
48913,-35.0,1,0,2,0.0346,0.001
48914,-27.0,9,0,10,0.0346,0.001
48915,47.0,12,1,12,0.0346,0.001
48916,46.0,11,1,11,0.0346,0.001
48917,-20.0,16,0,17,0.0346,0.001
48918,-23.0,13,0,14,0.0345,0.001
48919,-22.0,14,0,15,0.0345,0.001
48920,-30.0,6,0,7,0.0345,0.001
48921,43.0,8,1,8,0.0345,0.001
48922,-34.0,2,0,3,0.0345,0.001
48923,-35.0,1,0,2,0.0345,0.001
48924,-35.0,1,0,2,0.0345,0.001
48925,-29.0,7,0,8,0.0345,0.001
48926,38.0,3,1,3,0.0345,0.001
48927,48.0,13,1,13,0.0345,0.001
48928,-31.0,5,0,6,0.0345,0.001
48929,44.0,9,1,9,0.0345,0.001
48930,-29.0,7,0,8,0.0345,0.001
48931,-34.0,2,0,3,0.0345,0.001
48932,-33.0,3,0,4,0.0345,0.001
48933,39.0,4,1,4,0.0345,0.001
48934,-32.0,4,0,5,0.0345,0.001
48935,-31.0,5,0,6,0.0345,0.001
48936,-34.0,2,0,3,0.0345,0.001
48937,39.0,4,1,4,0.0345,0.001
48938,38.0,3,1,3,0.0345,0.001
48939,-35.0,1,0,2,0.0345,0.001
48940,-35.0,1,0,2,0.0345,0.001
48941,-34.0,2,0,3,0.0345,0.001
48942,-33.0,3,0,4,0.0345,0.001
48943,43.0,8,1,8,0.0345,0.001
48944,-34.0,2,0,3,0.0345,0.001
48945,42.0,7,1,7,0.0345,0.001
48946,-34.0,2,0,3,0.0345,0.001
48947,40.0,5,1,5,0.0345,0.001
48948,45.0,10,1,10,0.0345,0.001
48949,-32.0,4,0,5,0.0345,0.001
48950,-35.0,1,0,2,0.0345,0.001
48951,-25.0,11,0,12,0.0345,0.001
48952,-34.0,2,0,3,0.0345,0.001
48953,39.0,4,1,4,0.0345,0.001
48954,-27.0,9,0,10,0.0345,0.001
48955,48.0,13,1,13,0.0345,0.001
48956,40.0,5,1,5,0.0345,0.001
48957,-33.0,3,0,4,0.0345,0.001
48958,46.0,11,1,11,0.0344,0.001
48959,-34.0,2,0,3,0.0344,0.001
48960,42.0,7,1,7,0.0344,0.001
48961,-34.0,2,0,3,0.0344,0.001
48962,43.0,8,1,8,0.0344,0.001
48963,46.0,11,1,11,0.0344,0.001
48964,-29.0,7,0,8,0.0344,0.001
48965,-34.0,2,0,3,0.0344,0.001
48966,43.0,8,1,8,0.0344,0.001
48967,46.0,11,1,11,0.0344,0.001
48968,-29.0,7,0,8,0.0344,0.001
48969,41.0,6,1,6,0.0344,0.001
48970,-34.0,2,0,3,0.0344,0.001
48971,42.0,7,1,7,0.0344,0.001
48972,-31.0,5,0,6,0.0344,0.001
48973,42.0,7,1,7,0.0344,0.001
48974,42.0,7,1,7,0.0344,0.001
48975,-31.0,5,0,6,0.0344,0.001
48976,-35.0,1,0,2,0.0344,0.001
48977,-33.0,3,0,4,0.0344,0.001
48978,-31.0,5,0,6,0.0344,0.001
48979,47.0,12,1,12,0.0344,0.001
48980,-26.0,10,0,11,0.0344,0.001
48981,49.0,14,1,14,0.0344,0.001
48982,-31.0,5,0,6,0.0344,0.001
48983,-25.0,11,0,12,0.0344,0.001
48984,-33.0,3,0,4,0.0344,0.001
48985,-27.0,9,0,10,0.0344,0.001
48986,37.0,2,1,2,0.0344,0.001
48987,40.0,5,1,5,0.0344,0.001
48988,-26.0,10,0,11,0.0344,0.001
48989,-23.0,13,0,14,0.0343,0.001
48990,42.0,7,1,7,0.0343,0.001
48991,-31.0,5,0,6,0.0343,0.001
48992,-35.0,1,0,2,0.0343,0.001
48993,-29.0,7,0,8,0.0343,0.001
48994,48.0,13,1,13,0.0343,0.001
48995,46.0,11,1,11,0.0343,0.001
48996,-34.0,2,0,3,0.0343,0.001
48997,46.0,11,1,11,0.0343,0.001
48998,41.0,6,1,6,0.0343,0.001
48999,-32.0,4,0,5,0.0343,0.001
49000,-34.0,2,0,3,0.0343,0.001
49001,39.0,4,1,4,0.0343,0.001
49002,-30.0,6,0,7,0.0343,0.001
49003,-31.0,5,0,6,0.0343,0.001
49004,-30.0,6,0,7,0.0343,0.001
49005,-28.0,8,0,9,0.0343,0.001
49006,39.0,4,1,4,0.0343,0.001
49007,-28.0,8,0,9,0.0343,0.001
49008,38.0,3,1,3,0.0343,0.001
49009,51.0,16,1,16,0.0343,0.001
49010,-33.0,3,0,4,0.0343,0.001
49011,-28.0,8,0,9,0.0343,0.001
49012,-34.0,2,0,3,0.0343,0.001
49013,-32.0,4,0,5,0.0343,0.001
49014,-34.0,2,0,3,0.0343,0.001
49015,45.0,10,1,10,0.0343,0.001
49016,-30.0,6,0,7,0.0343,0.001
49017,-31.0,5,0,6,0.0343,0.001
49018,43.0,8,1,8,0.0343,0.001
49019,46.0,11,1,11,0.0343,0.001
49020,-33.0,3,0,4,0.0343,0.001
49021,-34.0,2,0,3,0.0343,0.001
49022,-23.0,13,0,14,0.0343,0.001
49023,43.0,8,1,8,0.0342,0.001
49024,-27.0,9,0,10,0.0342,0.001
49025,-32.0,4,0,5,0.0342,0.001
49026,-33.0,3,0,4,0.0342,0.001
49027,-32.0,4,0,5,0.0342,0.001
49028,-31.0,5,0,6,0.0342,0.001
49029,44.0,9,1,9,0.0342,0.001
49030,-33.0,3,0,4,0.0342,0.001
49031,38.0,3,1,3,0.0342,0.001
49032,44.0,9,1,9,0.0342,0.001
49033,-32.0,4,0,5,0.0342,0.001
49034,-28.0,8,0,9,0.0342,0.001
49035,-32.0,4,0,5,0.0342,0.001
49036,-33.0,3,0,4,0.0342,0.001
49037,42.0,7,1,7,0.0342,0.001
49038,-35.0,1,0,2,0.0342,0.001
49039,-27.0,9,0,10,0.0342,0.001
49040,43.0,8,1,8,0.0342,0.001
49041,-34.0,2,0,3,0.0342,0.001
49042,47.0,12,1,12,0.0342,0.001
49043,46.0,11,1,11,0.0342,0.001
49044,45.0,10,1,10,0.0342,0.001
49045,-26.0,10,0,11,0.0342,0.001
49046,46.0,11,1,11,0.0342,0.001
49047,-32.0,4,0,5,0.0342,0.001
49048,39.0,4,1,4,0.0342,0.001
49049,-26.0,10,0,11,0.0342,0.001
49050,41.0,6,1,6,0.0342,0.001
49051,45.0,10,1,10,0.0342,0.001
49052,-34.0,2,0,3,0.0342,0.001
49053,-35.0,1,0,2,0.0342,0.001
49054,38.0,3,1,3,0.0342,0.001
49055,-35.0,1,0,2,0.0342,0.001
49056,43.0,8,1,8,0.0342,0.001
49057,-32.0,4,0,5,0.0342,0.001
49058,-33.0,3,0,4,0.0342,0.001
49059,-32.0,4,0,5,0.0341,0.001
49060,40.0,5,1,5,0.0341,0.001
49061,40.0,5,1,5,0.0341,0.001
49062,47.0,12,1,12,0.0341,0.001
49063,43.0,8,1,8,0.0341,0.001
49064,-35.0,1,0,2,0.0341,0.001
49065,-25.0,11,0,12,0.0341,0.001
49066,45.0,10,1,10,0.0341,0.001
49067,-32.0,4,0,5,0.0341,0.001
49068,38.0,3,1,3,0.0341,0.001
49069,-30.0,6,0,7,0.0341,0.001
49070,-30.0,6,0,7,0.0341,0.001
49071,49.0,14,1,14,0.0341,0.001
49072,-27.0,9,0,10,0.0341,0.001
49073,46.0,11,1,11,0.0341,0.001
49074,41.0,6,1,6,0.0341,0.001
49075,-23.0,13,0,14,0.0341,0.001
49076,42.0,7,1,7,0.0341,0.001
49077,-31.0,5,0,6,0.0341,0.001
49078,42.0,7,1,7,0.0341,0.001
49079,47.0,12,1,12,0.0341,0.001
49080,40.0,5,1,5,0.0341,0.001
49081,-35.0,1,0,2,0.0341,0.001
49082,46.0,11,1,11,0.0341,0.001
49083,-29.0,7,0,8,0.0341,0.001
49084,-29.0,7,0,8,0.0341,0.001
49085,41.0,6,1,6,0.0341,0.001
49086,42.0,7,1,7,0.0341,0.001
49087,45.0,10,1,10,0.0341,0.001
49088,-22.0,14,0,15,0.034,0.001
49089,46.0,11,1,11,0.034,0.001
49090,46.0,11,1,11,0.034,0.001
49091,43.0,8,1,8,0.034,0.001
49092,47.0,12,1,12,0.034,0.001
49093,-23.0,13,0,14,0.034,0.001
49094,42.0,7,1,7,0.034,0.001
49095,43.0,8,1,8,0.034,0.001
49096,48.0,13,1,13,0.034,0.001
49097,-35.0,1,0,2,0.034,0.001
49098,39.0,4,1,4,0.034,0.001
49099,45.0,10,1,10,0.034,0.001
49100,-28.0,8,0,9,0.034,0.001
49101,42.0,7,1,7,0.034,0.001
49102,46.0,11,1,11,0.034,0.001
49103,-34.0,2,0,3,0.034,0.001
49104,44.0,9,1,9,0.034,0.001
49105,44.0,9,1,9,0.034,0.001
49106,-29.0,7,0,8,0.034,0.001
49107,48.0,13,1,13,0.034,0.001
49108,40.0,5,1,5,0.034,0.001
49109,-34.0,2,0,3,0.034,0.001
49110,43.0,8,1,8,0.034,0.001
49111,-35.0,1,0,2,0.034,0.001
49112,38.0,3,1,3,0.034,0.001
49113,-29.0,7,0,8,0.034,0.001
49114,-33.0,3,0,4,0.034,0.001
49115,40.0,5,1,5,0.034,0.001
49116,-31.0,5,0,6,0.034,0.001
49117,-27.0,9,0,10,0.034,0.001
49118,-32.0,4,0,5,0.034,0.001
49119,42.0,7,1,7,0.0339,0.001
49120,40.0,5,1,5,0.0339,0.001
49121,-24.0,12,0,13,0.0339,0.001
49122,-32.0,4,0,5,0.0339,0.001
49123,47.0,12,1,12,0.0339,0.001
49124,-35.0,1,0,2,0.0339,0.001
49125,-32.0,4,0,5,0.0339,0.001
49126,44.0,9,1,9,0.0339,0.001
49127,47.0,12,1,12,0.0339,0.001
49128,49.0,14,1,14,0.0339,0.001
49129,-30.0,6,0,7,0.0339,0.001
49130,44.0,9,1,9,0.0339,0.001
49131,-31.0,5,0,6,0.0339,0.001
49132,44.0,9,1,9,0.0339,0.001
49133,-34.0,2,0,3,0.0339,0.001
49134,40.0,5,1,5,0.0339,0.001
49135,44.0,9,1,9,0.0339,0.001
49136,-31.0,5,0,6,0.0339,0.001
49137,-33.0,3,0,4,0.0339,0.001
49138,-35.0,1,0,2,0.0339,0.001
49139,46.0,11,1,11,0.0339,0.001
49140,-27.0,9,0,10,0.0339,0.001
49141,-35.0,1,0,2,0.0339,0.001
49142,39.0,4,1,4,0.0339,0.001
49143,-32.0,4,0,5,0.0339,0.001
49144,-23.0,13,0,14,0.0339,0.001
49145,-31.0,5,0,6,0.0339,0.001
49146,53.0,18,1,18,0.0339,0.001
49147,38.0,3,1,3,0.0339,0.001
49148,-35.0,1,0,2,0.0339,0.001
49149,-34.0,2,0,3,0.0339,0.001
49150,38.0,3,1,3,0.0339,0.001
49151,39.0,4,1,4,0.0339,0.001
49152,-35.0,1,0,2,0.0339,0.001
49153,-23.0,13,0,14,0.0338,0.001
49154,-35.0,1,0,2,0.0338,0.001
49155,53.0,18,1,18,0.0338,0.001
49156,-33.0,3,0,4,0.0338,0.001
49157,-30.0,6,0,7,0.0338,0.001
49158,47.0,12,1,12,0.0338,0.001
49159,-27.0,9,0,10,0.0338,0.001
49160,-33.0,3,0,4,0.0338,0.001
49161,-34.0,2,0,3,0.0338,0.001
49162,38.0,3,1,3,0.0338,0.001
49163,39.0,4,1,4,0.0338,0.001
49164,45.0,10,1,10,0.0338,0.001
49165,-35.0,1,0,2,0.0338,0.001
49166,-35.0,1,0,2,0.0338,0.001
49167,-34.0,2,0,3,0.0338,0.001
49168,37.0,2,1,2,0.0338,0.001
49169,45.0,10,1,10,0.0338,0.001
49170,-35.0,1,0,2,0.0338,0.001
49171,-32.0,4,0,5,0.0338,0.001
49172,-21.0,15,0,16,0.0338,0.001
49173,-34.0,2,0,3,0.0338,0.001
49174,-31.0,5,0,6,0.0338,0.001
49175,41.0,6,1,6,0.0338,0.001
49176,-26.0,10,0,11,0.0338,0.001
49177,40.0,5,1,5,0.0338,0.001
49178,40.0,5,1,5,0.0338,0.001
49179,-31.0,5,0,6,0.0338,0.001
49180,-35.0,1,0,2,0.0338,0.001
49181,-30.0,6,0,7,0.0338,0.001
49182,50.0,15,1,15,0.0338,0.001
49183,-29.0,7,0,8,0.0338,0.001
49184,-33.0,3,0,4,0.0338,0.001
49185,-34.0,2,0,3,0.0338,0.001
49186,42.0,7,1,7,0.0338,0.001
49187,-34.0,2,0,3,0.0338,0.001
49188,-28.0,8,0,9,0.0338,0.001
49189,-35.0,1,0,2,0.0338,0.001
49190,-35.0,1,0,2,0.0338,0.001
49191,43.0,8,1,8,0.0338,0.001
49192,-24.0,12,0,13,0.0337,0.001
49193,-35.0,1,0,2,0.0337,0.001
49194,44.0,9,1,9,0.0337,0.001
49195,-28.0,8,0,9,0.0337,0.001
49196,-29.0,7,0,8,0.0337,0.001
49197,-27.0,9,0,10,0.0337,0.001
49198,-32.0,4,0,5,0.0337,0.001
49199,-31.0,5,0,6,0.0337,0.001
49200,40.0,5,1,5,0.0337,0.001
49201,-34.0,2,0,3,0.0337,0.001
49202,-32.0,4,0,5,0.0337,0.001
49203,44.0,9,1,9,0.0337,0.001
49204,43.0,8,1,8,0.0337,0.001
49205,-34.0,2,0,3,0.0337,0.001
49206,-27.0,9,0,10,0.0337,0.001
49207,44.0,9,1,9,0.0337,0.001
49208,-32.0,4,0,5,0.0337,0.001
49209,-30.0,6,0,7,0.0337,0.001
49210,46.0,11,1,11,0.0337,0.001
49211,-32.0,4,0,5,0.0337,0.001
49212,-30.0,6,0,7,0.0337,0.001
49213,-35.0,1,0,2,0.0337,0.001
49214,44.0,9,1,9,0.0337,0.001
49215,-28.0,8,0,9,0.0337,0.001
49216,-35.0,1,0,2,0.0337,0.001
49217,45.0,10,1,10,0.0337,0.001
49218,-31.0,5,0,6,0.0337,0.001
49219,-30.0,6,0,7,0.0337,0.001
49220,49.0,14,1,14,0.0337,0.001
49221,-34.0,2,0,3,0.0337,0.001
49222,44.0,9,1,9,0.0337,0.001
49223,-29.0,7,0,8,0.0337,0.001
49224,-33.0,3,0,4,0.0337,0.001
49225,39.0,4,1,4,0.0337,0.001
49226,-31.0,5,0,6,0.0336,0.001
49227,46.0,11,1,11,0.0336,0.001
49228,-30.0,6,0,7,0.0336,0.001
49229,-28.0,8,0,9,0.0336,0.001
49230,-26.0,10,0,11,0.0336,0.001
49231,43.0,8,1,8,0.0336,0.001
49232,37.0,2,1,2,0.0336,0.001
49233,39.0,4,1,4,0.0336,0.001
49234,-29.0,7,0,8,0.0336,0.001
49235,-33.0,3,0,4,0.0336,0.001
49236,44.0,9,1,9,0.0336,0.001
49237,38.0,3,1,3,0.0336,0.001
49238,-35.0,1,0,2,0.0336,0.001
49239,-32.0,4,0,5,0.0336,0.001
49240,42.0,7,1,7,0.0336,0.001
49241,-29.0,7,0,8,0.0336,0.001
49242,-34.0,2,0,3,0.0336,0.001
49243,42.0,7,1,7,0.0336,0.001
49244,-32.0,4,0,5,0.0336,0.001
49245,41.0,6,1,6,0.0336,0.001
49246,-35.0,1,0,2,0.0336,0.001
49247,44.0,9,1,9,0.0336,0.001
49248,-28.0,8,0,9,0.0336,0.001
49249,39.0,4,1,4,0.0336,0.001
49250,42.0,7,1,7,0.0336,0.001
49251,45.0,10,1,10,0.0336,0.001
49252,-27.0,9,0,10,0.0336,0.001
49253,39.0,4,1,4,0.0336,0.001
49254,-18.0,18,0,19,0.0336,0.001
49255,-33.0,3,0,4,0.0336,0.001
49256,-33.0,3,0,4,0.0336,0.001
49257,41.0,6,1,6,0.0336,0.001
49258,-28.0,8,0,9,0.0336,0.001
49259,-29.0,7,0,8,0.0336,0.001
49260,40.0,5,1,5,0.0336,0.001
49261,-30.0,6,0,7,0.0335,0.001
49262,-32.0,4,0,5,0.0335,0.001
49263,-28.0,8,0,9,0.0335,0.001
