episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
6792,39.0,4,1,4,0.7361,0.001
6793,-34.0,2,0,3,0.736,0.001
6794,-35.0,1,0,2,0.736,0.001
6795,-35.0,1,0,2,0.736,0.001
6796,-34.0,2,0,3,0.7359,0.001
6797,-31.0,5,0,6,0.7359,0.001
6798,-29.0,7,0,8,0.7358,0.001
6799,-33.0,3,0,4,0.7358,0.001
6800,-35.0,1,0,2,0.7358,0.001
6801,-35.0,1,0,2,0.7358,0.001
6802,-32.0,4,0,5,0.7357,0.001
6803,-35.0,1,0,2,0.7357,0.001
6804,45.0,10,1,10,0.7356,0.001
6805,41.0,6,1,6,0.7355,0.001
6806,-28.0,8,0,9,0.7355,0.001
6807,-34.0,2,0,3,0.7354,0.001
6808,-34.0,2,0,3,0.7354,0.001
6809,-33.0,3,0,4,0.7354,0.001
6810,-34.0,2,0,3,0.7354,0.001
6811,-34.0,2,0,3,0.7353,0.001
6812,-34.0,2,0,3,0.7353,0.001
6813,-33.0,3,0,4,0.7352,0.001
6814,-31.0,5,0,6,0.7352,0.001
6815,-33.0,3,0,4,0.7352,0.001
6816,43.0,8,1,8,0.7351,0.001
6817,-33.0,3,0,4,0.7351,0.001
6818,-35.0,1,0,2,0.735,0.001
6819,-34.0,2,0,3,0.735,0.001
6820,-33.0,3,0,4,0.735,0.001
6821,-32.0,4,0,5,0.7349,0.001
6822,-32.0,4,0,5,0.7349,0.001
6823,-32.0,4,0,5,0.7348,0.001
6824,-31.0,5,0,6,0.7348,0.001
6825,-35.0,1,0,2,0.7348,0.001
6826,-34.0,2,0,3,0.7347,0.001
6827,-30.0,6,0,7,0.7347,0.001
6828,-34.0,2,0,3,0.7346,0.001
6829,-34.0,2,0,3,0.7346,0.001
6830,-28.0,8,0,9,0.7345,0.001
6831,-35.0,1,0,2,0.7345,0.001
6832,-25.0,11,0,12,0.7344,0.001
6833,-33.0,3,0,4,0.7344,0.001
6834,-30.0,6,0,7,0.7343,0.001
6835,-29.0,7,0,8,0.7342,0.001
6836,-33.0,3,0,4,0.7342,0.001
6837,-35.0,1,0,2,0.7342,0.001
6838,-33.0,3,0,4,0.7341,0.001
6839,-32.0,4,0,5,0.7341,0.001
6840,-35.0,1,0,2,0.7341,0.001
6841,-25.0,11,0,12,0.734,0.001
6842,-32.0,4,0,5,0.7339,0.001
6843,-31.0,5,0,6,0.7339,0.001
6844,-33.0,3,0,4,0.7338,0.001
6845,-35.0,1,0,2,0.7338,0.001
6846,-35.0,1,0,2,0.7338,0.001
6847,-33.0,3,0,4,0.7337,0.001
6848,39.0,4,1,4,0.7337,0.001
6849,-35.0,1,0,2,0.7337,0.001
6850,-35.0,1,0,2,0.7337,0.001
6851,-32.0,4,0,5,0.7336,0.001
6852,-33.0,3,0,4,0.7336,0.001
6853,-34.0,2,0,3,0.7336,0.001
6854,-34.0,2,0,3,0.7335,0.001
6855,-29.0,7,0,8,0.7334,0.001
6856,-35.0,1,0,2,0.7334,0.001
6857,-35.0,1,0,2,0.7334,0.001
6858,-33.0,3,0,4,0.7334,0.001
6859,-33.0,3,0,4,0.7333,0.001
6860,-35.0,1,0,2,0.7333,0.001
6861,-34.0,2,0,3,0.7333,0.001
6862,-35.0,1,0,2,0.7333,0.001
6863,-34.0,2,0,3,0.7333,0.001
6864,-32.0,4,0,5,0.7332,0.001
6865,-35.0,1,0,2,0.7332,0.001
6866,-33.0,3,0,4,0.7332,0.001
6867,-30.0,6,0,7,0.7331,0.001
6868,-34.0,2,0,3,0.7331,0.001
6869,-34.0,2,0,3,0.733,0.001
6870,-32.0,4,0,5,0.733,0.001
6871,-29.0,7,0,8,0.7329,0.001
6872,-33.0,3,0,4,0.7329,0.001
6873,-31.0,5,0,6,0.7328,0.001
6874,-35.0,1,0,2,0.7328,0.001
6875,-33.0,3,0,4,0.7328,0.001
6876,-30.0,6,0,7,0.7327,0.001
6877,-34.0,2,0,3,0.7327,0.001
6878,-33.0,3,0,4,0.7326,0.001
6879,-31.0,5,0,6,0.7326,0.001
6880,39.0,4,1,4,0.7326,0.001
6881,-31.0,5,0,6,0.7325,0.001
6882,-35.0,1,0,2,0.7325,0.001
6883,-33.0,3,0,4,0.7325,0.001
6884,-33.0,3,0,4,0.7324,0.001
6885,-34.0,2,0,3,0.7324,0.001
6886,-31.0,5,0,6,0.7323,0.001
6887,-31.0,5,0,6,0.7323,0.001
6888,-27.0,9,0,10,0.7322,0.001
6889,-35.0,1,0,2,0.7322,0.001
6890,-35.0,1,0,2,0.7321,0.001
6891,-32.0,4,0,5,0.7321,0.001
6892,39.0,4,1,4,0.7321,0.001
6893,39.0,4,1,4,0.732,0.001
6894,-35.0,1,0,2,0.732,0.001
6895,-30.0,6,0,7,0.7319,0.001
6896,-31.0,5,0,6,0.7319,0.001
6897,-33.0,3,0,4,0.7318,0.001
6898,37.0,2,1,2,0.7318,0.001
6899,-25.0,11,0,12,0.7317,0.001
6900,-26.0,10,0,11,0.7316,0.001
6901,-32.0,4,0,5,0.7316,0.001
6902,-34.0,2,0,3,0.7315,0.001
6903,-34.0,2,0,3,0.7315,0.001
6904,-29.0,7,0,8,0.7314,0.001
6905,-34.0,2,0,3,0.7314,0.001
6906,-35.0,1,0,2,0.7314,0.001
6907,-32.0,4,0,5,0.7314,0.001
6908,-33.0,3,0,4,0.7313,0.001
6909,-34.0,2,0,3,0.7313,0.001
6910,41.0,6,1,6,0.7313,0.001
6911,-35.0,1,0,2,0.7312,0.001
6912,-32.0,4,0,5,0.7312,0.001
6913,-30.0,6,0,7,0.7311,0.001
6914,-31.0,5,0,6,0.7311,0.001
6915,-30.0,6,0,7,0.731,0.001
6916,-34.0,2,0,3,0.731,0.001
6917,-31.0,5,0,6,0.7309,0.001
6918,37.0,2,1,2,0.7309,0.001
6919,-35.0,1,0,2,0.7309,0.001
6920,-32.0,4,0,5,0.7308,0.001
6921,-33.0,3,0,4,0.7308,0.001
6922,-35.0,1,0,2,0.7308,0.001
6923,-33.0,3,0,4,0.7307,0.001
6924,-34.0,2,0,3,0.7307,0.001
6925,-32.0,4,0,5,0.7307,0.001
6926,-34.0,2,0,3,0.7306,0.001
6927,-29.0,7,0,8,0.7306,0.001
6928,-35.0,1,0,2,0.7306,0.001
6929,-34.0,2,0,3,0.7305,0.001
6930,-33.0,3,0,4,0.7305,0.001
6931,-35.0,1,0,2,0.7304,0.001
6932,-33.0,3,0,4,0.7304,0.001
6933,-27.0,9,0,10,0.7303,0.001
6934,-29.0,7,0,8,0.7303,0.001
6935,37.0,2,1,2,0.7302,0.001
6936,-31.0,5,0,6,0.7302,0.001
6937,-33.0,3,0,4,0.7302,0.001
6938,-35.0,1,0,2,0.7301,0.001
6939,-33.0,3,0,4,0.7301,0.001
6940,-32.0,4,0,5,0.73,0.001
6941,-33.0,3,0,4,0.73,0.001
6942,-34.0,2,0,3,0.73,0.001
6943,-34.0,2,0,3,0.73,0.001
6944,-35.0,1,0,2,0.7299,0.001
6945,-33.0,3,0,4,0.7299,0.001
6946,-31.0,5,0,6,0.7299,0.001
6947,-30.0,6,0,7,0.7298,0.001
6948,-33.0,3,0,4,0.7298,0.001
6949,-35.0,1,0,2,0.7297,0.001
6950,-33.0,3,0,4,0.7297,0.001
6951,-35.0,1,0,2,0.7297,0.001
6952,-35.0,1,0,2,0.7296,0.001
6953,-34.0,2,0,3,0.7296,0.001
6954,-31.0,5,0,6,0.7296,0.001
6955,-34.0,2,0,3,0.7295,0.001
6956,-30.0,6,0,7,0.7295,0.001
6957,-29.0,7,0,8,0.7294,0.001
6958,-29.0,7,0,8,0.7294,0.001
6959,-35.0,1,0,2,0.7293,0.001
6960,-26.0,10,0,11,0.7292,0.001
6961,-33.0,3,0,4,0.7292,0.001
6962,-23.0,13,0,14,0.7291,0.001
6963,-29.0,7,0,8,0.729,0.001
6964,-34.0,2,0,3,0.729,0.001
6965,-34.0,2,0,3,0.7289,0.001
6966,42.0,7,1,7,0.7289,0.001
6967,-35.0,1,0,2,0.7288,0.001
6968,-33.0,3,0,4,0.7288,0.001
6969,-32.0,4,0,5,0.7288,0.001
6970,-35.0,1,0,2,0.7287,0.001
6971,-35.0,1,0,2,0.7287,0.001
6972,-35.0,1,0,2,0.7287,0.001
6973,-35.0,1,0,2,0.7287,0.001
6974,-34.0,2,0,3,0.7287,0.001
6975,40.0,5,1,5,0.7286,0.001
6976,-30.0,6,0,7,0.7285,0.001
6977,37.0,2,1,2,0.7285,0.001
6978,-30.0,6,0,7,0.7285,0.001
6979,-33.0,3,0,4,0.7284,0.001
6980,-34.0,2,0,3,0.7284,0.001
6981,-27.0,9,0,10,0.7283,0.001
6982,-32.0,4,0,5,0.7283,0.001
6983,-35.0,1,0,2,0.7283,0.001
6984,-34.0,2,0,3,0.7282,0.001
6985,-27.0,9,0,10,0.7281,0.001
6986,-35.0,1,0,2,0.7281,0.001
6987,-28.0,8,0,9,0.728,0.001
6988,-34.0,2,0,3,0.728,0.001
6989,-35.0,1,0,2,0.728,0.001
6990,-35.0,1,0,2,0.728,0.001
6991,-35.0,1,0,2,0.728,0.001
6992,-34.0,2,0,3,0.7279,0.001
6993,-30.0,6,0,7,0.7279,0.001
6994,-31.0,5,0,6,0.7278,0.001
6995,37.0,2,1,2,0.7278,0.001
6996,-31.0,5,0,6,0.7277,0.001
6997,-34.0,2,0,3,0.7277,0.001
6998,42.0,7,1,7,0.7276,0.001
6999,-31.0,5,0,6,0.7276,0.001
7000,-31.0,5,0,6,0.7275,0.001
7001,-28.0,8,0,9,0.7275,0.001
7002,-30.0,6,0,7,0.7274,0.001
7003,-30.0,6,0,7,0.7273,0.001
7004,-33.0,3,0,4,0.7273,0.001
7005,-31.0,5,0,6,0.7272,0.001
7006,-31.0,5,0,6,0.7272,0.001
7007,-32.0,4,0,5,0.7271,0.001
7008,-32.0,4,0,5,0.7271,0.001
7009,-33.0,3,0,4,0.7271,0.001
7010,-35.0,1,0,2,0.727,0.001
7011,-33.0,3,0,4,0.727,0.001
7012,-35.0,1,0,2,0.727,0.001
7013,-35.0,1,0,2,0.7269,0.001
7014,-29.0,7,0,8,0.7269,0.001
7015,-27.0,9,0,10,0.7268,0.001
7016,-30.0,6,0,7,0.7267,0.001
7017,-31.0,5,0,6,0.7267,0.001
7018,-32.0,4,0,5,0.7266,0.001
7019,-34.0,2,0,3,0.7266,0.001
7020,-34.0,2,0,3,0.7266,0.001
7021,-35.0,1,0,2,0.7265,0.001
7022,-35.0,1,0,2,0.7265,0.001
7023,-30.0,6,0,7,0.7265,0.001
7024,-31.0,5,0,6,0.7264,0.001
7025,-34.0,2,0,3,0.7264,0.001
7026,-34.0,2,0,3,0.7264,0.001
7027,-34.0,2,0,3,0.7263,0.001
7028,-34.0,2,0,3,0.7263,0.001
7029,-33.0,3,0,4,0.7263,0.001
7030,-34.0,2,0,3,0.7263,0.001
7031,-31.0,5,0,6,0.7262,0.001
7032,-32.0,4,0,5,0.7261,0.001
7033,37.0,2,1,2,0.7261,0.001
7034,-35.0,1,0,2,0.7261,0.001
7035,-34.0,2,0,3,0.7261,0.001
7036,-30.0,6,0,7,0.726,0.001
7037,-35.0,1,0,2,0.726,0.001
7038,-34.0,2,0,3,0.726,0.001
7039,-34.0,2,0,3,0.726,0.001
7040,-32.0,4,0,5,0.7259,0.001
7041,-33.0,3,0,4,0.7259,0.001
7042,-32.0,4,0,5,0.7258,0.001
7043,-35.0,1,0,2,0.7258,0.001
7044,-33.0,3,0,4,0.7258,0.001
7045,-34.0,2,0,3,0.7257,0.001
7046,-34.0,2,0,3,0.7257,0.001
7047,-35.0,1,0,2,0.7257,0.001
7048,-33.0,3,0,4,0.7257,0.001
7049,-34.0,2,0,3,0.7256,0.001
7050,-30.0,6,0,7,0.7256,0.001
7051,-32.0,4,0,5,0.7255,0.001
7052,-35.0,1,0,2,0.7255,0.001
7053,-17.0,19,0,20,0.7253,0.001
7054,-30.0,6,0,7,0.7253,0.001
7055,-28.0,8,0,9,0.7252,0.001
7056,-35.0,1,0,2,0.7252,0.001
7057,-33.0,3,0,4,0.7251,0.001
7058,-32.0,4,0,5,0.7251,0.001
7059,-29.0,7,0,8,0.725,0.001
7060,-31.0,5,0,6,0.725,0.001
7061,-32.0,4,0,5,0.7249,0.001
7062,-34.0,2,0,3,0.7249,0.001
7063,-35.0,1,0,2,0.7249,0.001
7064,-23.0,13,0,14,0.7247,0.001
7065,-33.0,3,0,4,0.7247,0.001
7066,-35.0,1,0,2,0.7247,0.001
7067,-35.0,1,0,2,0.7247,0.001
7068,-34.0,2,0,3,0.7246,0.001
7069,-32.0,4,0,5,0.7246,0.001
7070,-32.0,4,0,5,0.7246,0.001
7071,-32.0,4,0,5,0.7245,0.001
7072,-31.0,5,0,6,0.7244,0.001
7073,-33.0,3,0,4,0.7244,0.001
7074,-31.0,5,0,6,0.7244,0.001
7075,-28.0,8,0,9,0.7243,0.001
7076,-35.0,1,0,2,0.7243,0.001
7077,-29.0,7,0,8,0.7242,0.001
7078,-34.0,2,0,3,0.7242,0.001
7079,41.0,6,1,6,0.7241,0.001
7080,-34.0,2,0,3,0.7241,0.001
7081,-29.0,7,0,8,0.724,0.001
7082,40.0,5,1,5,0.724,0.001
7083,-34.0,2,0,3,0.7239,0.001
7084,-31.0,5,0,6,0.7239,0.001
7085,-30.0,6,0,7,0.7238,0.001
7086,-33.0,3,0,4,0.7238,0.001
7087,-35.0,1,0,2,0.7238,0.001
7088,-35.0,1,0,2,0.7238,0.001
7089,-28.0,8,0,9,0.7236,0.001
7090,-31.0,5,0,6,0.7236,0.001
7091,-34.0,2,0,3,0.7236,0.001
7092,-34.0,2,0,3,0.7235,0.001
7093,-34.0,2,0,3,0.7235,0.001
7094,-32.0,4,0,5,0.7235,0.001
7095,-34.0,2,0,3,0.7235,0.001
7096,-28.0,8,0,9,0.7234,0.001
7097,-30.0,6,0,7,0.7233,0.001
7098,-31.0,5,0,6,0.7233,0.001
7099,-28.0,8,0,9,0.7232,0.001
7100,-32.0,4,0,5,0.7231,0.001
7101,-30.0,6,0,7,0.7231,0.001
7102,-32.0,4,0,5,0.723,0.001
7103,-28.0,8,0,9,0.7229,0.001
7104,-30.0,6,0,7,0.7229,0.001
7105,-30.0,6,0,7,0.7228,0.001
7106,-35.0,1,0,2,0.7228,0.001
7107,-35.0,1,0,2,0.7228,0.001
7108,41.0,6,1,6,0.7227,0.001
7109,-34.0,2,0,3,0.7227,0.001
7110,-35.0,1,0,2,0.7227,0.001
7111,-33.0,3,0,4,0.7226,0.001
7112,-29.0,7,0,8,0.7226,0.001
7113,-35.0,1,0,2,0.7226,0.001
7114,-34.0,2,0,3,0.7225,0.001
7115,-30.0,6,0,7,0.7225,0.001
7116,-35.0,1,0,2,0.7225,0.001
7117,-34.0,2,0,3,0.7224,0.001
7118,-34.0,2,0,3,0.7224,0.001
7119,-34.0,2,0,3,0.7223,0.001
7120,-34.0,2,0,3,0.7223,0.001
7121,-34.0,2,0,3,0.7223,0.001
7122,-32.0,4,0,5,0.7223,0.001
7123,-32.0,4,0,5,0.7222,0.001
7124,-35.0,1,0,2,0.7222,0.001
7125,-33.0,3,0,4,0.7222,0.001
7126,-32.0,4,0,5,0.7221,0.001
7127,-33.0,3,0,4,0.7221,0.001
7128,-30.0,6,0,7,0.722,0.001
7129,-34.0,2,0,3,0.722,0.001
7130,-32.0,4,0,5,0.7219,0.001
7131,-30.0,6,0,7,0.7219,0.001
7132,-34.0,2,0,3,0.7218,0.001
7133,-27.0,9,0,10,0.7218,0.001
7134,-28.0,8,0,9,0.7217,0.001
7135,-32.0,4,0,5,0.7216,0.001
7136,-35.0,1,0,2,0.7216,0.001
7137,-35.0,1,0,2,0.7216,0.001
7138,-33.0,3,0,4,0.7216,0.001
7139,-30.0,6,0,7,0.7215,0.001
7140,-34.0,2,0,3,0.7215,0.001
7141,-34.0,2,0,3,0.7214,0.001
7142,45.0,10,1,10,0.7214,0.001
7143,-33.0,3,0,4,0.7213,0.001
7144,-31.0,5,0,6,0.7213,0.001
7145,-32.0,4,0,5,0.7212,0.001
7146,-34.0,2,0,3,0.7212,0.001
7147,-31.0,5,0,6,0.7212,0.001
7148,-35.0,1,0,2,0.7211,0.001
7149,-34.0,2,0,3,0.7211,0.001
7150,-35.0,1,0,2,0.7211,0.001
7151,-34.0,2,0,3,0.721,0.001
7152,-31.0,5,0,6,0.721,0.001
7153,-34.0,2,0,3,0.721,0.001
7154,-30.0,6,0,7,0.7209,0.001
7155,-35.0,1,0,2,0.7209,0.001
7156,-33.0,3,0,4,0.7209,0.001
7157,37.0,2,1,2,0.7208,0.001
7158,-32.0,4,0,5,0.7208,0.001
7159,-34.0,2,0,3,0.7208,0.001
7160,-31.0,5,0,6,0.7207,0.001
7161,47.0,12,1,12,0.7206,0.001
7162,-34.0,2,0,3,0.7206,0.001
7163,-34.0,2,0,3,0.7205,0.001
7164,-30.0,6,0,7,0.7205,0.001
7165,-34.0,2,0,3,0.7205,0.001
7166,-31.0,5,0,6,0.7204,0.001
7167,-31.0,5,0,6,0.7204,0.001
7168,-35.0,1,0,2,0.7203,0.001
7169,-32.0,4,0,5,0.7203,0.001
7170,38.0,3,1,3,0.7203,0.001
7171,41.0,6,1,6,0.7202,0.001
7172,-33.0,3,0,4,0.7202,0.001
7173,-33.0,3,0,4,0.7201,0.001
7174,-32.0,4,0,5,0.7201,0.001
7175,-34.0,2,0,3,0.7201,0.001
7176,-34.0,2,0,3,0.72,0.001
7177,-33.0,3,0,4,0.72,0.001
7178,-34.0,2,0,3,0.72,0.001
7179,-32.0,4,0,5,0.7199,0.001
7180,-34.0,2,0,3,0.7199,0.001
7181,-32.0,4,0,5,0.7199,0.001
7182,-35.0,1,0,2,0.7198,0.001
7183,-32.0,4,0,5,0.7198,0.001
7184,-35.0,1,0,2,0.7198,0.001
7185,-33.0,3,0,4,0.7198,0.001
7186,-26.0,10,0,11,0.7196,0.001
7187,-33.0,3,0,4,0.7196,0.001
7188,-35.0,1,0,2,0.7196,0.001
7189,-35.0,1,0,2,0.7196,0.001
7190,-31.0,5,0,6,0.7195,0.001
7191,-33.0,3,0,4,0.7195,0.001
7192,36,1,1,1,0.7195,0.001
7193,-35.0,1,0,2,0.7195,0.001
7194,-26.0,10,0,11,0.7194,0.001
7195,-35.0,1,0,2,0.7193,0.001
7196,-33.0,3,0,4,0.7193,0.001
7197,-31.0,5,0,6,0.7192,0.001
7198,-32.0,4,0,5,0.7192,0.001
7199,-34.0,2,0,3,0.7192,0.001
7200,42.0,7,1,7,0.7191,0.001
7201,-34.0,2,0,3,0.7191,0.001
7202,42.0,7,1,7,0.719,0.001
7203,-31.0,5,0,6,0.719,0.001
7204,-34.0,2,0,3,0.7189,0.001
7205,-34.0,2,0,3,0.7189,0.001
7206,50.0,15,1,15,0.7188,0.001
7207,-29.0,7,0,8,0.7187,0.001
7208,-31.0,5,0,6,0.7186,0.001
7209,37.0,2,1,2,0.7186,0.001
7210,-33.0,3,0,4,0.7186,0.001
7211,-29.0,7,0,8,0.7185,0.001
7212,-34.0,2,0,3,0.7185,0.001
7213,-34.0,2,0,3,0.7185,0.001
7214,-33.0,3,0,4,0.7184,0.001
7215,-34.0,2,0,3,0.7184,0.001
7216,-32.0,4,0,5,0.7183,0.001
7217,42.0,7,1,7,0.7183,0.001
7218,-33.0,3,0,4,0.7183,0.001
7219,-34.0,2,0,3,0.7182,0.001
7220,-33.0,3,0,4,0.7182,0.001
7221,-33.0,3,0,4,0.7182,0.001
7222,-33.0,3,0,4,0.7181,0.001
7223,-33.0,3,0,4,0.7181,0.001
7224,-29.0,7,0,8,0.718,0.001
7225,-34.0,2,0,3,0.718,0.001
7226,-35.0,1,0,2,0.718,0.001
7227,-34.0,2,0,3,0.718,0.001
7228,-29.0,7,0,8,0.7179,0.001
7229,-33.0,3,0,4,0.7178,0.001
7230,-35.0,1,0,2,0.7178,0.001
7231,-31.0,5,0,6,0.7178,0.001
7232,-26.0,10,0,11,0.7177,0.001
7233,-35.0,1,0,2,0.7177,0.001
7234,-34.0,2,0,3,0.7176,0.001
7235,-31.0,5,0,6,0.7176,0.001
7236,-35.0,1,0,2,0.7176,0.001
7237,-34.0,2,0,3,0.7175,0.001
7238,-31.0,5,0,6,0.7175,0.001
7239,-28.0,8,0,9,0.7174,0.001
7240,-34.0,2,0,3,0.7174,0.001
7241,-32.0,4,0,5,0.7173,0.001
7242,39.0,4,1,4,0.7173,0.001
7243,-35.0,1,0,2,0.7173,0.001
7244,-35.0,1,0,2,0.7172,0.001
7245,-32.0,4,0,5,0.7172,0.001
7246,-35.0,1,0,2,0.7172,0.001
7247,-32.0,4,0,5,0.7171,0.001
7248,44.0,9,1,9,0.7171,0.001
7249,-28.0,8,0,9,0.717,0.001
7250,-35.0,1,0,2,0.7169,0.001
7251,-28.0,8,0,9,0.7169,0.001
7252,-28.0,8,0,9,0.7168,0.001
7253,-33.0,3,0,4,0.7168,0.001
7254,-34.0,2,0,3,0.7167,0.001
7255,-33.0,3,0,4,0.7167,0.001
7256,-34.0,2,0,3,0.7167,0.001
7257,-34.0,2,0,3,0.7167,0.001
7258,-22.0,14,0,15,0.7165,0.001
7259,-30.0,6,0,7,0.7164,0.001
7260,-33.0,3,0,4,0.7164,0.001
7261,-34.0,2,0,3,0.7164,0.001
7262,-32.0,4,0,5,0.7163,0.001
7263,-33.0,3,0,4,0.7163,0.001
7264,-33.0,3,0,4,0.7163,0.001
7265,-35.0,1,0,2,0.7163,0.001
7266,-33.0,3,0,4,0.7162,0.001
7267,-32.0,4,0,5,0.7162,0.001
7268,-35.0,1,0,2,0.7162,0.001
7269,-27.0,9,0,10,0.7161,0.001
7270,-28.0,8,0,9,0.716,0.001
7271,-35.0,1,0,2,0.716,0.001
7272,-35.0,1,0,2,0.7159,0.001
7273,39.0,4,1,4,0.7159,0.001
7274,-34.0,2,0,3,0.7159,0.001
7275,-34.0,2,0,3,0.7159,0.001
7276,-33.0,3,0,4,0.7158,0.001
7277,-35.0,1,0,2,0.7158,0.001
7278,-28.0,8,0,9,0.7157,0.001
7279,-29.0,7,0,8,0.7157,0.001
7280,-34.0,2,0,3,0.7156,0.001
7281,-21.0,15,0,16,0.7155,0.001
7282,-32.0,4,0,5,0.7154,0.001
7283,-23.0,13,0,14,0.7153,0.001
7284,-34.0,2,0,3,0.7153,0.001
7285,-31.0,5,0,6,0.7152,0.001
7286,38.0,3,1,3,0.7152,0.001
7287,-28.0,8,0,9,0.7151,0.001
7288,-35.0,1,0,2,0.7151,0.001
7289,-34.0,2,0,3,0.7151,0.001
7290,-34.0,2,0,3,0.7151,0.001
7291,-34.0,2,0,3,0.715,0.001
7292,-33.0,3,0,4,0.715,0.001
7293,-31.0,5,0,6,0.7149,0.001
7294,-32.0,4,0,5,0.7149,0.001
7295,-32.0,4,0,5,0.7148,0.001
7296,-33.0,3,0,4,0.7148,0.001
7297,-34.0,2,0,3,0.7148,0.001
7298,-34.0,2,0,3,0.7148,0.001
7299,-32.0,4,0,5,0.7147,0.001
7300,-35.0,1,0,2,0.7147,0.001
7301,-33.0,3,0,4,0.7147,0.001
7302,-32.0,4,0,5,0.7146,0.001
7303,-31.0,5,0,6,0.7146,0.001
7304,-32.0,4,0,5,0.7145,0.001
7305,-30.0,6,0,7,0.7144,0.001
7306,-34.0,2,0,3,0.7144,0.001
7307,-33.0,3,0,4,0.7144,0.001
7308,-31.0,5,0,6,0.7143,0.001
7309,-34.0,2,0,3,0.7143,0.001
7310,-32.0,4,0,5,0.7143,0.001
7311,-33.0,3,0,4,0.7142,0.001
7312,-30.0,6,0,7,0.7142,0.001
7313,-34.0,2,0,3,0.7142,0.001
7314,-32.0,4,0,5,0.7141,0.001
7315,-32.0,4,0,5,0.7141,0.001
7316,40.0,5,1,5,0.714,0.001
7317,-33.0,3,0,4,0.714,0.001
7318,-34.0,2,0,3,0.7139,0.001
7319,-33.0,3,0,4,0.7139,0.001
7320,-34.0,2,0,3,0.7139,0.001
7321,38.0,3,1,3,0.7139,0.001
7322,-33.0,3,0,4,0.7138,0.001
7323,-31.0,5,0,6,0.7138,0.001
7324,-32.0,4,0,5,0.7137,0.001
7325,46.0,11,1,11,0.7136,0.001
7326,39.0,4,1,4,0.7136,0.001
7327,-34.0,2,0,3,0.7136,0.001
7328,-34.0,2,0,3,0.7136,0.001
7329,-30.0,6,0,7,0.7135,0.001
7330,-34.0,2,0,3,0.7134,0.001
7331,-31.0,5,0,6,0.7134,0.001
7332,-35.0,1,0,2,0.7134,0.001
7333,-33.0,3,0,4,0.7133,0.001
7334,-27.0,9,0,10,0.7133,0.001
7335,-33.0,3,0,4,0.7132,0.001
7336,-34.0,2,0,3,0.7132,0.001
7337,44.0,9,1,9,0.7131,0.001
7338,-27.0,9,0,10,0.713,0.001
7339,-33.0,3,0,4,0.713,0.001
7340,-35.0,1,0,2,0.713,0.001
7341,-30.0,6,0,7,0.7129,0.001
7342,-35.0,1,0,2,0.7129,0.001
7343,-33.0,3,0,4,0.7128,0.001
7344,-35.0,1,0,2,0.7128,0.001
7345,-33.0,3,0,4,0.7128,0.001
7346,-35.0,1,0,2,0.7128,0.001
7347,-31.0,5,0,6,0.7127,0.001
7348,-31.0,5,0,6,0.7127,0.001
7349,46.0,11,1,11,0.7126,0.001
7350,-35.0,1,0,2,0.7126,0.001
7351,-31.0,5,0,6,0.7125,0.001
7352,-31.0,5,0,6,0.7124,0.001
7353,-31.0,5,0,6,0.7124,0.001
7354,38.0,3,1,3,0.7124,0.001
7355,-32.0,4,0,5,0.7123,0.001
7356,-34.0,2,0,3,0.7123,0.001
7357,39.0,4,1,4,0.7123,0.001
7358,-34.0,2,0,3,0.7122,0.001
7359,41.0,6,1,6,0.7122,0.001
7360,-33.0,3,0,4,0.7122,0.001
7361,-28.0,8,0,9,0.7121,0.001
7362,-32.0,4,0,5,0.712,0.001
7363,39.0,4,1,4,0.712,0.001
7364,-32.0,4,0,5,0.7119,0.001
7365,-33.0,3,0,4,0.7119,0.001
7366,-33.0,3,0,4,0.7119,0.001
7367,-29.0,7,0,8,0.7118,0.001
7368,-34.0,2,0,3,0.7118,0.001
7369,-25.0,11,0,12,0.7117,0.001
7370,-30.0,6,0,7,0.7116,0.001
7371,-34.0,2,0,3,0.7116,0.001
7372,-34.0,2,0,3,0.7116,0.001
7373,-33.0,3,0,4,0.7115,0.001
7374,-29.0,7,0,8,0.7114,0.001
7375,-33.0,3,0,4,0.7114,0.001
7376,-35.0,1,0,2,0.7114,0.001
7377,-32.0,4,0,5,0.7113,0.001
7378,-34.0,2,0,3,0.7113,0.001
7379,-34.0,2,0,3,0.7113,0.001
7380,39.0,4,1,4,0.7113,0.001
7381,-33.0,3,0,4,0.7112,0.001
7382,-31.0,5,0,6,0.7112,0.001
7383,-33.0,3,0,4,0.7111,0.001
7384,-33.0,3,0,4,0.7111,0.001
7385,-33.0,3,0,4,0.7111,0.001
7386,-34.0,2,0,3,0.711,0.001
7387,42.0,7,1,7,0.711,0.001
7388,41.0,6,1,6,0.7109,0.001
7389,-31.0,5,0,6,0.7109,0.001
7390,-33.0,3,0,4,0.7108,0.001
7391,-35.0,1,0,2,0.7108,0.001
7392,-34.0,2,0,3,0.7108,0.001
7393,-34.0,2,0,3,0.7108,0.001
7394,-32.0,4,0,5,0.7107,0.001
7395,-25.0,11,0,12,0.7106,0.001
7396,-31.0,5,0,6,0.7106,0.001
7397,-29.0,7,0,8,0.7105,0.001
7398,-34.0,2,0,3,0.7105,0.001
7399,-30.0,6,0,7,0.7104,0.001
7400,-32.0,4,0,5,0.7103,0.001
7401,-29.0,7,0,8,0.7103,0.001
7402,-34.0,2,0,3,0.7102,0.001
7403,-33.0,3,0,4,0.7102,0.001
