episode,total_reward,progress,win,n_clicks,beta,learn_rate,avg_bonus
17331,48.41,10,1,10,0.1,0.001,0.3407
17332,56.28,13,1,13,0.1,0.001,0.637
17333,45.19,8,1,8,0.1,0.001,0.2743
17334,39.09,3,1,3,0.1,0.001,0.3644
17335,53.32,13,1,13,0.1,0.001,0.4095
17336,42.78,6,1,6,0.1,0.001,0.2967
17337,44.48,7,1,7,0.1,0.001,0.3547
17338,40.06,4,1,4,0.1,0.001,0.2639
17339,41.52,5,1,5,0.1,0.001,0.305
17340,45.94,8,1,8,0.1,0.001,0.3675
17341,-28.72,5,0,6,0.1,0.001,0.3799
17342,48.36,10,1,10,0.1,0.001,0.3363
17343,48.83,10,1,10,0.1,0.001,0.3831
17344,42.61,6,1,6,0.1,0.001,0.2676
17345,43.13,6,1,6,0.1,0.001,0.3542
17346,-34.44,1,0,2,0.1,0.001,0.2795
17347,-24.46,8,0,9,0.1,0.001,0.3938
17348,44.47,7,1,7,0.1,0.001,0.3531
17349,45.76,8,1,8,0.1,0.001,0.345
17350,49.66,10,1,10,0.1,0.001,0.4658
17351,42.77,6,1,6,0.1,0.001,0.2949
17352,45.93,8,1,8,0.1,0.001,0.3664
17353,48.13,10,1,10,0.1,0.001,0.3126
17354,38.81,3,1,3,0.1,0.001,0.2709
17355,42.85,6,1,6,0.1,0.001,0.3078
17356,52.99,13,1,13,0.1,0.001,0.3837
17357,46.4,8,1,8,0.1,0.001,0.4247
17358,41.25,5,1,5,0.1,0.001,0.2498
17359,-32.89,2,0,3,0.1,0.001,0.3717
17360,48.7,10,1,10,0.1,0.001,0.37
17361,-28.77,5,0,6,0.1,0.001,0.3714
17362,-30.54,4,0,5,0.1,0.001,0.2929
17363,47.69,9,1,9,0.1,0.001,0.4105
17364,40.17,4,1,4,0.1,0.001,0.2927
17365,47.33,9,1,9,0.1,0.001,0.3698
17366,52.45,12,1,12,0.1,0.001,0.4545
17367,-20.37,11,0,12,0.1,0.001,0.3861
17368,-23.02,9,0,10,0.1,0.001,0.3981
17369,-34.67,1,0,2,0.1,0.001,0.1662
17370,41.72,5,1,5,0.1,0.001,0.3438
17371,46.43,8,1,8,0.1,0.001,0.429
17372,53.84,12,1,12,0.1,0.001,0.5701
17373,40.23,4,1,4,0.1,0.001,0.3082
17374,44.94,7,1,7,0.1,0.001,0.4193
17375,53.22,13,1,13,0.1,0.001,0.4017
17376,-31.55,3,0,4,0.1,0.001,0.3634
17377,41.89,5,1,5,0.1,0.001,0.377
17378,41.67,5,1,5,0.1,0.001,0.3341
17379,-34.66,1,0,2,0.1,0.001,0.1699
17380,39.93,4,1,4,0.1,0.001,0.2326
17381,-32.74,2,0,3,0.1,0.001,0.4205
17382,-29.91,4,0,5,0.1,0.001,0.4171
17383,-22.34,10,0,11,0.1,0.001,0.3331
17384,47.39,9,1,9,0.1,0.001,0.377
17385,37.4,2,1,2,0.1,0.001,0.2008
17386,-32.92,2,0,3,0.1,0.001,0.3601
17387,-19.12,12,0,13,0.1,0.001,0.3756
17388,41.42,5,1,5,0.1,0.001,0.2848
17389,39.99,4,1,4,0.1,0.001,0.2485
17390,37.41,2,1,2,0.1,0.001,0.2046
17391,47.2,8,1,8,0.1,0.001,0.5247
17392,38.87,3,1,3,0.1,0.001,0.2886
17393,37.41,2,1,2,0.1,0.001,0.2074
17394,47.96,9,1,9,0.1,0.001,0.4403
17395,44.18,7,1,7,0.1,0.001,0.3113
17396,-29.17,5,0,6,0.1,0.001,0.3058
17397,48.73,10,1,10,0.1,0.001,0.3725
17398,38.83,3,1,3,0.1,0.001,0.2775
17399,-27.67,6,0,7,0.1,0.001,0.3324
17400,41.28,5,1,5,0.1,0.001,0.2551
17401,37.42,2,1,2,0.1,0.001,0.2089
17402,46.91,9,1,9,0.1,0.001,0.3232
17403,47.28,9,1,9,0.1,0.001,0.3647
17404,38.68,3,1,3,0.1,0.001,0.2251
17405,-29.86,4,0,5,0.1,0.001,0.4274
17406,40.05,4,1,4,0.1,0.001,0.2619
17407,49.61,10,1,10,0.1,0.001,0.4614
17408,48.63,9,1,9,0.1,0.001,0.5147
17409,38.77,3,1,3,0.1,0.001,0.2568
17410,40.48,4,1,4,0.1,0.001,0.3704
17411,48.62,10,1,10,0.1,0.001,0.3622
17412,48.4,10,1,10,0.1,0.001,0.3397
17413,45.99,8,1,8,0.1,0.001,0.3735
17414,44.63,7,1,7,0.1,0.001,0.3758
17415,37.35,2,1,2,0.1,0.001,0.1745
17416,41.84,5,1,5,0.1,0.001,0.3679
17417,41.55,5,1,5,0.1,0.001,0.3109
17418,42.86,6,1,6,0.1,0.001,0.3105
17419,57.89,15,1,15,0.1,0.001,0.5258
17420,42.96,6,1,6,0.1,0.001,0.3272
17421,-34.66,1,0,2,0.1,0.001,0.1711
17422,51.69,12,1,12,0.1,0.001,0.3911
17423,50.99,11,1,11,0.1,0.001,0.4538
17424,-33.25,2,0,3,0.1,0.001,0.2507
17425,44.13,7,1,7,0.1,0.001,0.3041
17426,44.22,7,1,7,0.1,0.001,0.3168
17427,-25.92,6,0,7,0.1,0.001,0.5832
17428,-34.45,1,0,2,0.1,0.001,0.2768
17429,-23.54,8,0,9,0.1,0.001,0.4955
17430,47.69,9,1,9,0.1,0.001,0.4104
17431,46.37,8,1,8,0.1,0.001,0.4212
17432,48.53,10,1,10,0.1,0.001,0.3526
17433,40.1,4,1,4,0.1,0.001,0.2743
17434,38.83,3,1,3,0.1,0.001,0.2772
17435,51.04,12,1,12,0.1,0.001,0.3366
17436,-29.29,5,0,6,0.1,0.001,0.2848
17437,47.38,9,1,9,0.1,0.001,0.3756
17438,57.88,15,1,15,0.1,0.001,0.5255
17439,44.85,7,1,7,0.1,0.001,0.4069
17440,41.62,5,1,5,0.1,0.001,0.3231
17441,38.61,3,1,3,0.1,0.001,0.2035
17442,41.21,5,1,5,0.1,0.001,0.242
17443,47.25,9,1,9,0.1,0.001,0.3608
17444,-34.56,1,0,2,0.1,0.001,0.2203
17445,-25.85,7,0,8,0.1,0.001,0.3937
17446,-32.89,2,0,3,0.1,0.001,0.3689
17447,42.79,6,1,6,0.1,0.001,0.2989
17448,44.33,7,1,7,0.1,0.001,0.3333
17449,46.72,8,1,8,0.1,0.001,0.4652
17450,63.54,18,1,18,0.1,0.001,0.5857
17451,43.08,6,1,6,0.1,0.001,0.3474
17452,50.79,11,1,11,0.1,0.001,0.435
17453,-28.68,5,0,6,0.1,0.001,0.3873
17454,-34.65,1,0,2,0.1,0.001,0.1749
17455,-31.75,3,0,4,0.1,0.001,0.3121
17456,45.08,7,1,7,0.1,0.001,0.4398
17457,-30.81,3,0,4,0.1,0.001,0.547
17458,44.16,7,1,7,0.1,0.001,0.309
17459,-33.07,2,0,3,0.1,0.001,0.3116
17460,-25.24,8,0,9,0.1,0.001,0.3067
17461,38.71,3,1,3,0.1,0.001,0.2358
17462,40.58,4,1,4,0.1,0.001,0.3943
17463,38.88,3,1,3,0.1,0.001,0.2919
17464,41.91,5,1,5,0.1,0.001,0.3823
17465,53.27,12,1,12,0.1,0.001,0.5222
17466,-30.08,4,0,5,0.1,0.001,0.385
17467,43.66,6,1,6,0.1,0.001,0.4429
17468,-31.89,3,0,4,0.1,0.001,0.2781
17469,-28.95,5,0,6,0.1,0.001,0.3422
17470,49.9,11,1,11,0.1,0.001,0.3542
17471,39.87,4,1,4,0.1,0.001,0.2178
17472,48.41,10,1,10,0.1,0.001,0.3406
17473,-31.74,3,0,4,0.1,0.001,0.3146
17474,52.29,12,1,12,0.1,0.001,0.4411
17475,50.24,11,1,11,0.1,0.001,0.3859
17476,44.26,7,1,7,0.1,0.001,0.3224
17477,37.29,2,1,2,0.1,0.001,0.1455
17478,46.2,8,1,8,0.1,0.001,0.4
17479,56.4,14,1,14,0.1,0.001,0.5285
17480,41.44,5,1,5,0.1,0.001,0.287
17481,41.61,5,1,5,0.1,0.001,0.3218
17482,38.65,3,1,3,0.1,0.001,0.2158
17483,45.81,8,1,8,0.1,0.001,0.3509
17484,48.74,10,1,10,0.1,0.001,0.374
17485,-26.52,7,0,8,0.1,0.001,0.3101
17486,-34.39,1,0,2,0.1,0.001,0.3061
17487,41.44,5,1,5,0.1,0.001,0.2878
17488,42.72,6,1,6,0.1,0.001,0.2866
17489,50.24,11,1,11,0.1,0.001,0.3856
17490,44.77,7,1,7,0.1,0.001,0.3963
17491,-33.27,2,0,3,0.1,0.001,0.2447
17492,48.57,10,1,10,0.1,0.001,0.3573
17493,40.0,4,1,4,0.1,0.001,0.2495
17494,44.48,7,1,7,0.1,0.001,0.3547
17495,53.43,13,1,13,0.1,0.001,0.4174
17496,-31.58,3,0,4,0.1,0.001,0.3545
17497,-24.9,7,0,8,0.1,0.001,0.512
17498,42.51,6,1,6,0.1,0.001,0.2523
17499,42.86,6,1,6,0.1,0.001,0.3097
17500,55.28,14,1,14,0.1,0.001,0.4483
17501,-34.72,1,0,2,0.1,0.001,0.1393
17502,-34.51,1,0,2,0.1,0.001,0.245
17503,-34.72,1,0,2,0.1,0.001,0.1411
17504,44.58,7,1,7,0.1,0.001,0.3685
17505,-29.71,4,0,5,0.1,0.001,0.4577
17506,40.14,4,1,4,0.1,0.001,0.2857
17507,-34.66,1,0,2,0.1,0.001,0.1693
17508,44.52,7,1,7,0.1,0.001,0.3597
17509,50.2,11,1,11,0.1,0.001,0.382
17510,-29.39,5,0,6,0.1,0.001,0.2675
17511,-34.46,1,0,2,0.1,0.001,0.2686
17512,44.48,7,1,7,0.1,0.001,0.3548
17513,46.73,9,1,9,0.1,0.001,0.3034
17514,43.86,7,1,7,0.1,0.001,0.2655
17515,41.74,5,1,5,0.1,0.001,0.3471
17516,-27.54,6,0,7,0.1,0.001,0.3511
17517,50.97,12,1,12,0.1,0.001,0.3307
17518,41.38,5,1,5,0.1,0.001,0.2756
17519,50.51,11,1,11,0.1,0.001,0.41
17520,48.09,10,1,10,0.1,0.001,0.3088
17521,44.63,7,1,7,0.1,0.001,0.3751
17522,47.37,9,1,9,0.1,0.001,0.3742
17523,37.6,2,1,2,0.1,0.001,0.2995
17524,-30.48,4,0,5,0.1,0.001,0.3035
17525,-34.38,1,0,2,0.1,0.001,0.309
17526,-27.87,6,0,7,0.1,0.001,0.3045
17527,37.58,2,1,2,0.1,0.001,0.2899
17528,48.73,10,1,10,0.1,0.001,0.3734
17529,44.12,6,1,6,0.1,0.001,0.5196
17530,-21.01,10,0,11,0.1,0.001,0.4537
17531,-27.36,6,0,7,0.1,0.001,0.3772
17532,41.59,5,1,5,0.1,0.001,0.3172
17533,42.9,6,1,6,0.1,0.001,0.3167
17534,49.16,10,1,10,0.1,0.001,0.4158
17535,49.6,10,1,10,0.1,0.001,0.4597
17536,40.15,4,1,4,0.1,0.001,0.2879
17537,-33.23,2,0,3,0.1,0.001,0.2563
17538,45.6,8,1,8,0.1,0.001,0.325
17539,42.6,6,1,6,0.1,0.001,0.2664
17540,41.3,5,1,5,0.1,0.001,0.2594
17541,41.73,5,1,5,0.1,0.001,0.3459
17542,42.66,6,1,6,0.1,0.001,0.2769
17543,41.43,5,1,5,0.1,0.001,0.2854
17544,51.83,11,1,11,0.1,0.001,0.5297
17545,41.72,5,1,5,0.1,0.001,0.3442
17546,-30.36,4,0,5,0.1,0.001,0.3279
17547,49.71,11,1,11,0.1,0.001,0.3373
17548,-31.84,3,0,4,0.1,0.001,0.2909
17549,55.08,14,1,14,0.1,0.001,0.4342
17550,-34.58,1,0,2,0.1,0.001,0.2122
17551,44.52,7,1,7,0.1,0.001,0.3605
17552,-27.19,6,0,7,0.1,0.001,0.4008
17553,42.87,6,1,6,0.1,0.001,0.311
17554,44.15,7,1,7,0.1,0.001,0.3075
17555,44.73,7,1,7,0.1,0.001,0.3904
17556,45.31,8,1,8,0.1,0.001,0.289
17557,47.13,9,1,9,0.1,0.001,0.348
17558,-32.75,2,0,3,0.1,0.001,0.4183
17559,-20.67,11,0,12,0.1,0.001,0.3608
17560,-16.29,14,0,15,0.1,0.001,0.3807
17561,-34.66,1,0,2,0.1,0.001,0.1684
17562,38.68,3,1,3,0.1,0.001,0.2267
17563,48.82,10,1,10,0.1,0.001,0.3817
17564,40.0,4,1,4,0.1,0.001,0.2495
17565,40.34,4,1,4,0.1,0.001,0.3339
17566,44.91,7,1,7,0.1,0.001,0.4156
17567,47.22,9,1,9,0.1,0.001,0.3583
17568,44.19,7,1,7,0.1,0.001,0.3123
17569,41.46,5,1,5,0.1,0.001,0.2918
17570,-21.18,9,0,10,0.1,0.001,0.582
17571,49.15,11,1,11,0.1,0.001,0.2865
17572,43.34,6,1,6,0.1,0.001,0.3895
17573,51.08,12,1,12,0.1,0.001,0.3396
17574,41.07,5,1,5,0.1,0.001,0.2135
17575,-34.7,1,0,2,0.1,0.001,0.15
17576,37.4,2,1,2,0.1,0.001,0.1986
17577,46.55,8,1,8,0.1,0.001,0.4441
17578,44.35,7,1,7,0.1,0.001,0.3358
17579,44.46,7,1,7,0.1,0.001,0.3515
17580,-33.24,2,0,3,0.1,0.001,0.2531
17581,51.42,11,1,11,0.1,0.001,0.4924
17582,-26.69,6,0,7,0.1,0.001,0.473
17583,46.99,9,1,9,0.1,0.001,0.3318
17584,45.45,8,1,8,0.1,0.001,0.3061
17585,-33.41,2,0,3,0.1,0.001,0.1956
17586,54.02,14,1,14,0.1,0.001,0.3583
17587,-33.39,2,0,3,0.1,0.001,0.2041
17588,41.82,5,1,5,0.1,0.001,0.3643
17589,52.03,11,1,11,0.1,0.001,0.5484
17590,41.42,5,1,5,0.1,0.001,0.2838
17591,-34.62,1,0,2,0.1,0.001,0.1878
17592,55.94,14,1,14,0.1,0.001,0.4958
17593,40.16,4,1,4,0.1,0.001,0.2903
17594,51.13,12,1,12,0.1,0.001,0.3443
17595,38.69,3,1,3,0.1,0.001,0.2308
17596,43.71,6,1,6,0.1,0.001,0.4515
17597,45.96,8,1,8,0.1,0.001,0.3705
17598,-23.07,8,0,9,0.1,0.001,0.5479
17599,-31.21,3,0,4,0.1,0.001,0.447
17600,-27.78,6,0,7,0.1,0.001,0.3168
17601,43.23,6,1,6,0.1,0.001,0.3715
17602,-33.11,2,0,3,0.1,0.001,0.2952
17603,38.84,3,1,3,0.1,0.001,0.2791
17604,-33.12,2,0,3,0.1,0.001,0.2929
17605,-33.3,2,0,3,0.1,0.001,0.2339
17606,38.63,3,1,3,0.1,0.001,0.2094
17607,-7.37,19,0,20,0.1,0.001,0.4815
17608,44.02,7,1,7,0.1,0.001,0.2887
17609,45.65,8,1,8,0.1,0.001,0.3315
17610,-32.17,3,0,4,0.1,0.001,0.2072
17611,-25.74,7,0,8,0.1,0.001,0.4072
17612,42.97,6,1,6,0.1,0.001,0.3283
17613,-27.57,6,0,7,0.1,0.001,0.3464
17614,42.86,6,1,6,0.1,0.001,0.3096
17615,38.68,3,1,3,0.1,0.001,0.2262
17616,41.17,5,1,5,0.1,0.001,0.2344
17617,41.52,5,1,5,0.1,0.001,0.3037
17618,41.37,5,1,5,0.1,0.001,0.2734
17619,45.76,8,1,8,0.1,0.001,0.3448
17620,-34.68,1,0,2,0.1,0.001,0.1605
17621,52.86,13,1,13,0.1,0.001,0.3738
17622,-20.64,10,0,11,0.1,0.001,0.487
17623,44.19,7,1,7,0.1,0.001,0.3136
17624,-30.57,4,0,5,0.1,0.001,0.2858
17625,-32.95,2,0,3,0.1,0.001,0.3484
17626,40.08,4,1,4,0.1,0.001,0.2711
17627,36.11,1,1,1,0.1,0.001,0.1058
17628,48.81,10,1,10,0.1,0.001,0.3813
17629,51.11,11,1,11,0.1,0.001,0.4647
17630,47.48,9,1,9,0.1,0.001,0.3868
17631,-28.44,5,0,6,0.1,0.001,0.4274
17632,52.13,13,1,13,0.1,0.001,0.318
17633,44.14,7,1,7,0.1,0.001,0.3055
17634,-31.33,3,0,4,0.1,0.001,0.4167
17635,-31.28,3,0,4,0.1,0.001,0.4298
17636,38.72,3,1,3,0.1,0.001,0.2405
17637,-34.26,1,0,2,0.1,0.001,0.3714
17638,-33.26,2,0,3,0.1,0.001,0.2456
17639,49.08,8,1,8,0.1,0.001,0.7596
17640,42.88,6,1,6,0.1,0.001,0.3133
17641,-28.0,6,0,7,0.1,0.001,0.2851
17642,46.09,8,1,8,0.1,0.001,0.3857
17643,41.34,5,1,5,0.1,0.001,0.2678
17644,46.13,8,1,8,0.1,0.001,0.3911
17645,38.87,3,1,3,0.1,0.001,0.2909
17646,42.56,6,1,6,0.1,0.001,0.2604
17647,-32.89,2,0,3,0.1,0.001,0.3699
17648,-34.55,1,0,2,0.1,0.001,0.2262
17649,50.6,11,1,11,0.1,0.001,0.418
17650,51.31,12,1,12,0.1,0.001,0.3592
17651,38.75,3,1,3,0.1,0.001,0.2516
17652,43.02,6,1,6,0.1,0.001,0.3372
17653,40.69,4,1,4,0.1,0.001,0.4228
17654,62.97,19,1,19,0.1,0.001,0.4723
17655,48.22,10,1,10,0.1,0.001,0.3222
17656,45.99,8,1,8,0.1,0.001,0.3736
17657,50.43,12,1,12,0.1,0.001,0.286
17658,-34.65,1,0,2,0.1,0.001,0.1758
17659,-30.48,4,0,5,0.1,0.001,0.3035
17660,47.59,9,1,9,0.1,0.001,0.3989
17661,47.65,9,1,9,0.1,0.001,0.4052
17662,-34.15,1,0,2,0.1,0.001,0.4274
17663,-25.65,7,0,8,0.1,0.001,0.4184
17664,-27.23,6,0,7,0.1,0.001,0.3958
17665,36.11,1,1,1,0.1,0.001,0.1062
17666,58.08,16,1,16,0.1,0.001,0.4423
17667,52.61,12,1,12,0.1,0.001,0.4674
17668,45.79,8,1,8,0.1,0.001,0.3483
17669,40.15,4,1,4,0.1,0.001,0.2884
17670,41.61,5,1,5,0.1,0.001,0.3216
17671,-33.28,2,0,3,0.1,0.001,0.2412
17672,41.62,5,1,5,0.1,0.001,0.3236
17673,-29.98,4,0,5,0.1,0.001,0.4034
17674,-29.06,5,0,6,0.1,0.001,0.3231
17675,45.97,8,1,8,0.1,0.001,0.3716
17676,-26.22,6,0,7,0.1,0.001,0.5406
17677,39.93,4,1,4,0.1,0.001,0.2336
17678,41.71,5,1,5,0.1,0.001,0.3427
17679,-22.44,9,0,10,0.1,0.001,0.4559
17680,-27.88,6,0,7,0.1,0.001,0.3026
17681,-34.63,1,0,2,0.1,0.001,0.1868
17682,-34.58,1,0,2,0.1,0.001,0.2098
17683,45.77,8,1,8,0.1,0.001,0.3456
17684,42.91,6,1,6,0.1,0.001,0.318
17685,36.12,1,1,1,0.1,0.001,0.115
17686,41.58,5,1,5,0.1,0.001,0.316
17687,54.06,12,1,12,0.1,0.001,0.5882
17688,44.45,7,1,7,0.1,0.001,0.3493
17689,41.76,5,1,5,0.1,0.001,0.3519
17690,46.6,8,1,8,0.1,0.001,0.4494
17691,-34.54,1,0,2,0.1,0.001,0.2278
17692,-25.86,7,0,8,0.1,0.001,0.3929
17693,-34.62,1,0,2,0.1,0.001,0.1916
17694,48.51,10,1,10,0.1,0.001,0.3515
17695,40.36,4,1,4,0.1,0.001,0.3398
17696,52.54,11,1,11,0.1,0.001,0.595
17697,41.76,5,1,5,0.1,0.001,0.3528
17698,-22.94,9,0,10,0.1,0.001,0.4061
17699,46.94,9,1,9,0.1,0.001,0.3265
17700,40.06,4,1,4,0.1,0.001,0.2661
17701,45.87,8,1,8,0.1,0.001,0.3581
17702,-34.63,1,0,2,0.1,0.001,0.1846
17703,43.02,6,1,6,0.1,0.001,0.3359
17704,48.83,10,1,10,0.1,0.001,0.3826
17705,37.43,2,1,2,0.1,0.001,0.2158
17706,44.2,7,1,7,0.1,0.001,0.3141
17707,-34.44,1,0,2,0.1,0.001,0.2776
17708,-24.83,8,0,9,0.1,0.001,0.352
17709,44.88,7,1,7,0.1,0.001,0.4116
17710,49.49,11,1,11,0.1,0.001,0.317
17711,43.24,6,1,6,0.1,0.001,0.3728
17712,45.38,8,1,8,0.1,0.001,0.298
17713,38.79,3,1,3,0.1,0.001,0.2644
17714,48.13,10,1,10,0.1,0.001,0.3131
17715,-30.03,4,0,5,0.1,0.001,0.3936
17716,-23.66,9,0,10,0.1,0.001,0.3344
17717,47.32,9,1,9,0.1,0.001,0.3684
17718,-21.43,9,0,10,0.1,0.001,0.5574
17719,50.91,10,1,10,0.1,0.001,0.5909
17720,44.57,7,1,7,0.1,0.001,0.3675
17721,46.38,8,1,8,0.1,0.001,0.4226
17722,40.18,4,1,4,0.1,0.001,0.2948
17723,41.58,5,1,5,0.1,0.001,0.3162
17724,45.49,8,1,8,0.1,0.001,0.3113
17725,49.25,10,1,10,0.1,0.001,0.4248
17726,42.76,6,1,6,0.1,0.001,0.2941
17727,38.87,3,1,3,0.1,0.001,0.2904
17728,40.07,4,1,4,0.1,0.001,0.2687
17729,54.68,14,1,14,0.1,0.001,0.4056
17730,53.71,13,1,13,0.1,0.001,0.4389
17731,41.56,5,1,5,0.1,0.001,0.3112
17732,-34.27,1,0,2,0.1,0.001,0.366
17733,-33.35,2,0,3,0.1,0.001,0.2179
17734,45.35,8,1,8,0.1,0.001,0.294
17735,-33.29,2,0,3,0.1,0.001,0.2378
17736,48.0,10,1,10,0.1,0.001,0.3004
17737,36.11,1,1,1,0.1,0.001,0.1095
17738,43.23,6,1,6,0.1,0.001,0.3724
17739,62.81,18,1,18,0.1,0.001,0.545
17740,42.59,6,1,6,0.1,0.001,0.2655
17741,50.96,12,1,12,0.1,0.001,0.3304
17742,45.16,8,1,8,0.1,0.001,0.2698
17743,41.34,5,1,5,0.1,0.001,0.2689
17744,37.44,2,1,2,0.1,0.001,0.2181
17745,55.64,13,1,13,0.1,0.001,0.5879
17746,37.43,2,1,2,0.1,0.001,0.2154
17747,40.14,4,1,4,0.1,0.001,0.2843
17748,-33.12,2,0,3,0.1,0.001,0.2921
17749,41.23,5,1,5,0.1,0.001,0.247
17750,41.22,5,1,5,0.1,0.001,0.2442
17751,45.69,8,1,8,0.1,0.001,0.3364
17752,-32.0,3,0,4,0.1,0.001,0.2507
17753,43.35,6,1,6,0.1,0.001,0.3911
17754,-32.97,2,0,3,0.1,0.001,0.344
17755,45.72,8,1,8,0.1,0.001,0.3401
17756,47.26,9,1,9,0.1,0.001,0.3626
17757,47.14,9,1,9,0.1,0.001,0.3491
17758,44.57,7,1,7,0.1,0.001,0.3675
17759,49.03,10,1,10,0.1,0.001,0.4028
17760,43.9,7,1,7,0.1,0.001,0.2719
17761,47.39,9,1,9,0.1,0.001,0.3765
17762,43.66,6,1,6,0.1,0.001,0.4437
17763,-32.24,3,0,4,0.1,0.001,0.1896
17764,53.04,13,1,13,0.1,0.001,0.3875
17765,44.9,7,1,7,0.1,0.001,0.4138
17766,-22.35,10,0,11,0.1,0.001,0.3314
17767,42.45,6,1,6,0.1,0.001,0.2418
17768,41.44,5,1,5,0.1,0.001,0.2873
17769,40.23,4,1,4,0.1,0.001,0.3064
17770,-31.84,3,0,4,0.1,0.001,0.2904
17771,-34.72,1,0,2,0.1,0.001,0.1415
17772,-31.66,3,0,4,0.1,0.001,0.3361
17773,-34.72,1,0,2,0.1,0.001,0.1422
17774,-31.65,3,0,4,0.1,0.001,0.3385
17775,-27.62,5,0,6,0.1,0.001,0.5636
17776,-24.93,8,0,9,0.1,0.001,0.341
17777,37.29,2,1,2,0.1,0.001,0.1449
17778,53.58,11,1,11,0.1,0.001,0.6892
17779,-21.99,9,0,10,0.1,0.001,0.5011
17780,55.78,15,1,15,0.1,0.001,0.3855
17781,46.25,8,1,8,0.1,0.001,0.4058
17782,43.5,6,1,6,0.1,0.001,0.4174
17783,40.39,4,1,4,0.1,0.001,0.3465
17784,46.53,8,1,8,0.1,0.001,0.4414
17785,-34.52,1,0,2,0.1,0.001,0.2386
17786,50.45,11,1,11,0.1,0.001,0.4046
17787,-14.54,14,0,15,0.1,0.001,0.4976
17788,-19.49,12,0,13,0.1,0.001,0.347
17789,46.54,9,1,9,0.1,0.001,0.2818
17790,41.16,5,1,5,0.1,0.001,0.2326
17791,55.9,15,1,15,0.1,0.001,0.3933
17792,57.58,16,1,16,0.1,0.001,0.4112
17793,-34.7,1,0,2,0.1,0.001,0.1491
17794,46.99,9,1,9,0.1,0.001,0.3327
17795,48.02,9,1,9,0.1,0.001,0.4464
17796,41.37,5,1,5,0.1,0.001,0.2742
17797,37.47,2,1,2,0.1,0.001,0.2371
17798,42.86,6,1,6,0.1,0.001,0.3103
17799,-28.46,5,0,6,0.1,0.001,0.4235
17800,-22.1,10,0,11,0.1,0.001,0.3543
17801,42.72,6,1,6,0.1,0.001,0.2871
17802,47.19,9,1,9,0.1,0.001,0.354
17803,45.44,8,1,8,0.1,0.001,0.3049
17804,45.43,8,1,8,0.1,0.001,0.3038
17805,43.26,6,1,6,0.1,0.001,0.3768
17806,50.08,11,1,11,0.1,0.001,0.3709
17807,43.66,7,1,7,0.1,0.001,0.2367
17808,-26.22,7,0,8,0.1,0.001,0.3479
17809,41.6,5,1,5,0.1,0.001,0.3205
17810,36.1,1,1,1,0.1,0.001,0.1029
17811,40.06,4,1,4,0.1,0.001,0.2657
17812,-33.5,2,0,3,0.1,0.001,0.1673
17813,47.83,9,1,9,0.1,0.001,0.4253
17814,50.24,10,1,10,0.1,0.001,0.5239
17815,49.52,11,1,11,0.1,0.001,0.3204
17816,53.27,13,1,13,0.1,0.001,0.4056
17817,-34.33,1,0,2,0.1,0.001,0.3364
17818,-28.09,5,0,6,0.1,0.001,0.4857
17819,-20.62,11,0,12,0.1,0.001,0.3652
17820,-24.96,7,0,8,0.1,0.001,0.5054
17821,-33.27,2,0,3,0.1,0.001,0.2433
17822,44.26,7,1,7,0.1,0.001,0.3224
17823,45.88,8,1,8,0.1,0.001,0.3605
17824,42.79,5,1,5,0.1,0.001,0.5577
17825,52.59,13,1,13,0.1,0.001,0.3528
17826,-30.51,4,0,5,0.1,0.001,0.2973
17827,-30.38,4,0,5,0.1,0.001,0.3235
17828,-34.61,1,0,2,0.1,0.001,0.1947
17829,38.72,3,1,3,0.1,0.001,0.2402
17830,-34.61,1,0,2,0.1,0.001,0.1926
17831,41.48,5,1,5,0.1,0.001,0.297
17832,-24.96,8,0,9,0.1,0.001,0.3379
17833,44.47,7,1,7,0.1,0.001,0.3522
17834,-28.44,5,0,6,0.1,0.001,0.4264
17835,37.43,2,1,2,0.1,0.001,0.2164
17836,-31.76,3,0,4,0.1,0.001,0.3094
17837,42.75,6,1,6,0.1,0.001,0.291
17838,43.2,6,1,6,0.1,0.001,0.3674
17839,-33.48,2,0,3,0.1,0.001,0.1741
17840,-34.47,1,0,2,0.1,0.001,0.2638
17841,-29.01,5,0,6,0.1,0.001,0.3311
17842,37.43,2,1,2,0.1,0.001,0.216
17843,39.9,4,1,4,0.1,0.001,0.2258
17844,-27.35,6,0,7,0.1,0.001,0.3791
17845,51.89,12,1,12,0.1,0.001,0.4077
17846,41.61,5,1,5,0.1,0.001,0.3216
17847,41.34,5,1,5,0.1,0.001,0.2682
17848,48.59,10,1,10,0.1,0.001,0.3585
17849,44.45,7,1,7,0.1,0.001,0.3506
17850,49.04,10,1,10,0.1,0.001,0.4041
17851,46.56,8,1,8,0.1,0.001,0.4452
17852,-24.52,8,0,9,0.1,0.001,0.3864
17853,37.41,2,1,2,0.1,0.001,0.2038
17854,41.2,5,1,5,0.1,0.001,0.2394
17855,43.2,6,1,6,0.1,0.001,0.3672
17856,40.08,4,1,4,0.1,0.001,0.2692
17857,49.88,10,1,10,0.1,0.001,0.4882
17858,-34.71,1,0,2,0.1,0.001,0.1462
17859,-22.85,9,0,10,0.1,0.001,0.415
17860,-28.81,5,0,6,0.1,0.001,0.365
17861,-34.32,1,0,2,0.1,0.001,0.3377
17862,41.34,5,1,5,0.1,0.001,0.2682
