episode,total_reward,progress,win,n_clicks,beta,learn_rate
69960,-33.6,2,0,3,0.1,0.001
69961,-34.71,1,0,2,0.1,0.001
69962,-25.68,8,0,9,0.1,0.001
69963,-25.94,8,0,9,0.1,0.001
69964,-33.13,2,0,3,0.1,0.001
69965,-26.36,7,0,8,0.1,0.001
69966,-27.88,6,0,7,0.1,0.001
69967,-30.56,4,0,5,0.1,0.001
69968,-32.5,3,0,4,0.1,0.001
69969,-34.9,1,0,2,0.1,0.001
69970,-33.1,2,0,3,0.1,0.001
69971,-32.41,3,0,4,0.1,0.001
69972,47.55,10,1,10,0.1,0.001
69973,-33.39,2,0,3,0.1,0.001
69974,-10.11,14,0,15,0.1,0.001
69975,42.24,6,1,6,0.1,0.001
69976,-32.35,3,0,4,0.1,0.001
69977,-33.5,2,0,3,0.1,0.001
69978,-33.67,2,0,3,0.1,0.001
69979,-33.31,2,0,3,0.1,0.001
69980,-32.36,3,0,4,0.1,0.001
69981,-33.53,2,0,3,0.1,0.001
69982,-20.76,12,0,13,0.1,0.001
69983,-34.74,1,0,2,0.1,0.001
69984,-34.77,1,0,2,0.1,0.001
69985,-26.45,8,0,9,0.1,0.001
69986,-32.18,3,0,4,0.1,0.001
69987,-34.55,1,0,2,0.1,0.001
69988,-33.46,2,0,3,0.1,0.001
69989,-21.73,11,0,12,0.1,0.001
69990,-32.37,3,0,4,0.1,0.001
69991,-32.03,3,0,4,0.1,0.001
69992,-30.04,5,0,6,0.1,0.001
69993,-34.65,1,0,2,0.1,0.001
69994,36,1,1,1,0.1,0.001
69995,-33.49,2,0,3,0.1,0.001
69996,-29.26,5,0,6,0.1,0.001
69997,-33.62,2,0,3,0.1,0.001
69998,-32.32,3,0,4,0.1,0.001
69999,-33.6,2,0,3,0.1,0.001
70000,-28.79,5,0,6,0.1,0.001
70001,-32.98,2,0,3,0.1,0.001
70002,-30.99,4,0,5,0.1,0.001
70003,-30.03,5,0,6,0.1,0.001
70004,-14.7,9,0,10,0.1,0.001
70005,-34.58,1,0,2,0.1,0.001
70006,42.45,6,1,6,0.1,0.001
70007,-31.98,3,0,4,0.1,0.001
70008,-30.14,4,0,5,0.1,0.001
70009,45.7,9,1,9,0.1,0.001
70010,-32.34,3,0,4,0.1,0.001
70011,-32.38,3,0,4,0.1,0.001
70012,-31.23,4,0,5,0.1,0.001
70013,-29.78,5,0,6,0.1,0.001
70014,-31.55,3,0,4,0.1,0.001
70015,-29.97,4,0,5,0.1,0.001
70016,-27.36,6,0,7,0.1,0.001
70017,-31.27,4,0,5,0.1,0.001
70018,-24.29,9,0,10,0.1,0.001
70019,-29.15,5,0,6,0.1,0.001
70020,-34.78,1,0,2,0.1,0.001
70021,-32.29,3,0,4,0.1,0.001
70022,-29.6,5,0,6,0.1,0.001
70023,-31.26,4,0,5,0.1,0.001
70024,-33.57,2,0,3,0.1,0.001
70025,-32.42,3,0,4,0.1,0.001
70026,-29.98,5,0,6,0.1,0.001
70027,40.73,5,1,5,0.1,0.001
70028,-34.7,1,0,2,0.1,0.001
70029,-32.11,3,0,4,0.1,0.001
70030,-34.78,1,0,2,0.1,0.001
70031,-29.68,4,0,5,0.1,0.001
70032,-33.59,2,0,3,0.1,0.001
70033,-31.17,4,0,5,0.1,0.001
70034,-32.21,3,0,4,0.1,0.001
70035,-30.03,5,0,6,0.1,0.001
70036,37.13,2,1,2,0.1,0.001
70037,-34.55,1,0,2,0.1,0.001
70038,-33.8,2,0,3,0.1,0.001
70039,-30.14,5,0,6,0.1,0.001
70040,-24.71,9,0,10,0.1,0.001
70041,-29.89,5,0,6,0.1,0.001
70042,-34.59,1,0,2,0.1,0.001
70043,-31.45,4,0,5,0.1,0.001
70044,-34.63,1,0,2,0.1,0.001
70045,-29.75,5,0,6,0.1,0.001
70046,-21.4,11,0,12,0.1,0.001
70047,-34.84,1,0,2,0.1,0.001
70048,-29.19,5,0,6,0.1,0.001
70049,-28.93,6,0,7,0.1,0.001
70050,-29.82,5,0,6,0.1,0.001
70051,-33.79,2,0,3,0.1,0.001
70052,-30.15,4,0,5,0.1,0.001
70053,-23.76,9,0,10,0.1,0.001
70054,-27.84,5,0,6,0.1,0.001
70055,-29.74,5,0,6,0.1,0.001
70056,-27.2,7,0,8,0.1,0.001
70057,-30.21,4,0,5,0.1,0.001
70058,39.61,4,1,4,0.1,0.001
70059,-33.62,2,0,3,0.1,0.001
70060,-10.2,13,0,14,0.1,0.001
70061,-34.75,1,0,2,0.1,0.001
70062,-29.02,6,0,7,0.1,0.001
70063,-34.83,1,0,2,0.1,0.001
70064,-30.24,4,0,5,0.1,0.001
70065,-33.7,2,0,3,0.1,0.001
70066,-31.39,4,0,5,0.1,0.001
70067,-29.14,6,0,7,0.1,0.001
70068,41.24,5,1,5,0.1,0.001
70069,38.62,3,1,3,0.1,0.001
70070,-20.31,13,0,14,0.1,0.001
70071,-27.66,6,0,7,0.1,0.001
70072,-34.83,1,0,2,0.1,0.001
70073,-32.33,3,0,4,0.1,0.001
70074,-34.81,1,0,2,0.1,0.001
70075,-32.25,3,0,4,0.1,0.001
70076,-33.27,2,0,3,0.1,0.001
70077,-33.45,2,0,3,0.1,0.001
70078,-26.63,6,0,7,0.1,0.001
70079,-25.95,8,0,9,0.1,0.001
70080,-28.97,5,0,6,0.1,0.001
70081,-34.71,1,0,2,0.1,0.001
70082,-26.78,8,0,9,0.1,0.001
70083,-30.19,5,0,6,0.1,0.001
70084,-34.71,1,0,2,0.1,0.001
70085,-31.99,3,0,4,0.1,0.001
70086,-32.52,3,0,4,0.1,0.001
70087,-26.77,7,0,8,0.1,0.001
70088,42.38,6,1,6,0.1,0.001
70089,-31.68,4,0,5,0.1,0.001
70090,41.98,6,1,6,0.1,0.001
70091,-24.97,9,0,10,0.1,0.001
70092,-30.43,5,0,6,0.1,0.001
70093,-34.79,1,0,2,0.1,0.001
70094,-31.21,4,0,5,0.1,0.001
70095,-33.63,2,0,3,0.1,0.001
70096,-23.23,10,0,11,0.1,0.001
70097,-33.71,2,0,3,0.1,0.001
70098,-34.7,1,0,2,0.1,0.001
70099,-33.66,2,0,3,0.1,0.001
70100,-25.27,8,0,9,0.1,0.001
70101,-33.68,2,0,3,0.1,0.001
70102,-33.7,2,0,3,0.1,0.001
70103,-30.2,5,0,6,0.1,0.001
70104,-27.3,7,0,8,0.1,0.001
70105,-34.7,1,0,2,0.1,0.001
70106,-30.99,4,0,5,0.1,0.001
70107,-31.55,4,0,5,0.1,0.001
70108,38.46,3,1,3,0.1,0.001
70109,-31.36,3,0,4,0.1,0.001
70110,-33.49,2,0,3,0.1,0.001
70111,-23.19,10,0,11,0.1,0.001
70112,-33.51,2,0,3,0.1,0.001
70113,-26.59,8,0,9,0.1,0.001
70114,-31.19,4,0,5,0.1,0.001
70115,-33.6,2,0,3,0.1,0.001
70116,-34.79,1,0,2,0.1,0.001
70117,-30.7,4,0,5,0.1,0.001
70118,-33.62,2,0,3,0.1,0.001
70119,-32.66,3,0,4,0.1,0.001
70120,-32.41,3,0,4,0.1,0.001
70121,-28.99,6,0,7,0.1,0.001
70122,-32.54,3,0,4,0.1,0.001
70123,-25.38,8,0,9,0.1,0.001
70124,-33.14,2,0,3,0.1,0.001
70125,-23.34,10,0,11,0.1,0.001
70126,-19.03,14,0,15,0.1,0.001
70127,-31.09,4,0,5,0.1,0.001
70128,-23.38,10,0,11,0.1,0.001
70129,-34.7,1,0,2,0.1,0.001
70130,-24.01,8,0,9,0.1,0.001
70131,-28.86,5,0,6,0.1,0.001
70132,49.61,12,1,12,0.1,0.001
70133,-33.12,2,0,3,0.1,0.001
70134,-23.87,9,0,10,0.1,0.001
70135,-31.13,4,0,5,0.1,0.001
70136,-32.01,3,0,4,0.1,0.001
70137,-34.74,1,0,2,0.1,0.001
70138,-28.84,4,0,5,0.1,0.001
70139,-31.11,4,0,5,0.1,0.001
70140,-33.55,2,0,3,0.1,0.001
70141,-28.01,6,0,7,0.1,0.001
70142,-33.15,2,0,3,0.1,0.001
70143,-27.87,6,0,7,0.1,0.001
70144,-34.93,1,0,2,0.1,0.001
70145,39.98,4,1,4,0.1,0.001
70146,-32.45,3,0,4,0.1,0.001
70147,-33.16,2,0,3,0.1,0.001
70148,-33.47,2,0,3,0.1,0.001
70149,-27.61,7,0,8,0.1,0.001
70150,-31.38,3,0,4,0.1,0.001
70151,39.86,4,1,4,0.1,0.001
70152,43.0,6,1,6,0.1,0.001
70153,-33.49,2,0,3,0.1,0.001
70154,-25.73,8,0,9,0.1,0.001
70155,-28.66,6,0,7,0.1,0.001
70156,-32.41,3,0,4,0.1,0.001
70157,-28.95,6,0,7,0.1,0.001
70158,42.26,6,1,6,0.1,0.001
70159,-33.17,2,0,3,0.1,0.001
70160,-32.28,3,0,4,0.1,0.001
70161,-33.48,2,0,3,0.1,0.001
70162,-27.43,6,0,7,0.1,0.001
70163,-18.51,8,0,9,0.1,0.001
70164,-25.21,8,0,9,0.1,0.001
70165,-34.87,1,0,2,0.1,0.001
70166,-34.63,1,0,2,0.1,0.001
70167,-27.92,5,0,6,0.1,0.001
70168,-34.77,1,0,2,0.1,0.001
70169,-30.43,5,0,6,0.1,0.001
70170,-31.45,4,0,5,0.1,0.001
70171,-22.86,10,0,11,0.1,0.001
70172,46.78,10,1,10,0.1,0.001
70173,-30.05,5,0,6,0.1,0.001
70174,-33.68,2,0,3,0.1,0.001
70175,-34.84,1,0,2,0.1,0.001
70176,-31.14,4,0,5,0.1,0.001
70177,-27.64,7,0,8,0.1,0.001
70178,-34.85,1,0,2,0.1,0.001
70179,-34.82,1,0,2,0.1,0.001
70180,-27.21,7,0,8,0.1,0.001
70181,-24.9,8,0,9,0.1,0.001
70182,-30.1,4,0,5,0.1,0.001
70183,-29.51,4,0,5,0.1,0.001
70184,-32.42,3,0,4,0.1,0.001
70185,-30.05,5,0,6,0.1,0.001
70186,-32.57,3,0,4,0.1,0.001
70187,-33.68,2,0,3,0.1,0.001
70188,-31.06,4,0,5,0.1,0.001
70189,-30.7,4,0,5,0.1,0.001
70190,-31.43,4,0,5,0.1,0.001
70191,-33.49,2,0,3,0.1,0.001
70192,-27.89,6,0,7,0.1,0.001
70193,41.52,5,1,5,0.1,0.001
70194,-34.89,1,0,2,0.1,0.001
70195,-29.37,6,0,7,0.1,0.001
70196,-33.15,2,0,3,0.1,0.001
70197,-34.9,1,0,2,0.1,0.001
70198,-34.84,1,0,2,0.1,0.001
70199,-32.66,3,0,4,0.1,0.001
70200,-24.47,9,0,10,0.1,0.001
70201,-33.85,2,0,3,0.1,0.001
70202,38.51,3,1,3,0.1,0.001
70203,-30.04,5,0,6,0.1,0.001
70204,-34.77,1,0,2,0.1,0.001
70205,-32.48,3,0,4,0.1,0.001
70206,-32.35,3,0,4,0.1,0.001
70207,-29.52,5,0,6,0.1,0.001
70208,-29.63,5,0,6,0.1,0.001
70209,-27.83,7,0,8,0.1,0.001
70210,-30.19,5,0,6,0.1,0.001
70211,-34.71,1,0,2,0.1,0.001
70212,-34.81,1,0,2,0.1,0.001
70213,-26.09,7,0,8,0.1,0.001
70214,-33.56,2,0,3,0.1,0.001
70215,-28.37,7,0,8,0.1,0.001
70216,-31.58,4,0,5,0.1,0.001
70217,-32.17,3,0,4,0.1,0.001
70218,-33.58,2,0,3,0.1,0.001
70219,-21.22,9,0,10,0.1,0.001
70220,-26.78,7,0,8,0.1,0.001
70221,-28.98,6,0,7,0.1,0.001
70222,-33.22,2,0,3,0.1,0.001
70223,-29.3,5,0,6,0.1,0.001
70224,-33.54,2,0,3,0.1,0.001
70225,-33.54,2,0,3,0.1,0.001
70226,-33.74,2,0,3,0.1,0.001
70227,-34.74,1,0,2,0.1,0.001
70228,41.61,5,1,5,0.1,0.001
70229,-23.63,9,0,10,0.1,0.001
70230,-32.31,3,0,4,0.1,0.001
70231,-23.87,10,0,11,0.1,0.001
70232,-28.98,6,0,7,0.1,0.001
70233,-34.74,1,0,2,0.1,0.001
70234,-30.01,5,0,6,0.1,0.001
70235,-33.76,2,0,3,0.1,0.001
70236,-34.77,1,0,2,0.1,0.001
70237,-28.96,6,0,7,0.1,0.001
70238,-30.9,4,0,5,0.1,0.001
70239,-26.41,8,0,9,0.1,0.001
70240,-29.44,5,0,6,0.1,0.001
70241,-32.48,3,0,4,0.1,0.001
70242,-22.19,10,0,11,0.1,0.001
70243,-33.7,2,0,3,0.1,0.001
70244,-34.75,1,0,2,0.1,0.001
70245,-22.06,10,0,11,0.1,0.001
70246,-31.28,4,0,5,0.1,0.001
70247,39.45,4,1,4,0.1,0.001
70248,-30.46,5,0,6,0.1,0.001
70249,-32.42,3,0,4,0.1,0.001
70250,-30.62,4,0,5,0.1,0.001
70251,-32.57,3,0,4,0.1,0.001
70252,39.81,4,1,4,0.1,0.001
70253,-32.36,3,0,4,0.1,0.001
70254,45.96,9,1,9,0.1,0.001
70255,-31.3,4,0,5,0.1,0.001
70256,43.68,7,1,7,0.1,0.001
70257,-33.55,2,0,3,0.1,0.001
70258,-31.94,3,0,4,0.1,0.001
70259,-29.74,5,0,6,0.1,0.001
70260,47.58,10,1,10,0.1,0.001
70261,-33.27,2,0,3,0.1,0.001
70262,-33.27,2,0,3,0.1,0.001
70263,-33.58,2,0,3,0.1,0.001
70264,-23.81,10,0,11,0.1,0.001
70265,-32.63,3,0,4,0.1,0.001
70266,-31.13,4,0,5,0.1,0.001
70267,-33.43,2,0,3,0.1,0.001
70268,-33.43,2,0,3,0.1,0.001
70269,-25.09,9,0,10,0.1,0.001
70270,-33.31,2,0,3,0.1,0.001
70271,-24.61,8,0,9,0.1,0.001
70272,-33.55,2,0,3,0.1,0.001
70273,-34.82,1,0,2,0.1,0.001
70274,-28.79,6,0,7,0.1,0.001
70275,-33.62,2,0,3,0.1,0.001
70276,-27.87,7,0,8,0.1,0.001
70277,-30.93,4,0,5,0.1,0.001
70278,46.39,8,1,8,0.1,0.001
70279,-30.2,5,0,6,0.1,0.001
70280,-33.35,2,0,3,0.1,0.001
70281,-34.83,1,0,2,0.1,0.001
70282,-30.39,3,0,4,0.1,0.001
70283,-28.44,6,0,7,0.1,0.001
70284,-32.45,3,0,4,0.1,0.001
70285,-31.24,4,0,5,0.1,0.001
70286,-26.19,8,0,9,0.1,0.001
70287,-31.34,4,0,5,0.1,0.001
70288,-34.84,1,0,2,0.1,0.001
70289,-28.96,6,0,7,0.1,0.001
70290,-34.67,1,0,2,0.1,0.001
70291,45.59,9,1,9,0.1,0.001
70292,-29.47,5,0,6,0.1,0.001
70293,-33.53,2,0,3,0.1,0.001
70294,-11.09,11,0,12,0.1,0.001
70295,-32.41,2,0,3,0.1,0.001
70296,-20.03,7,0,8,0.1,0.001
70297,-33.4,2,0,3,0.1,0.001
70298,-27.45,7,0,8,0.1,0.001
70299,-32.02,3,0,4,0.1,0.001
70300,-33.64,2,0,3,0.1,0.001
70301,-30.34,4,0,5,0.1,0.001
70302,-30.26,4,0,5,0.1,0.001
70303,-28.12,7,0,8,0.1,0.001
70304,-34.81,1,0,2,0.1,0.001
70305,-25.46,8,0,9,0.1,0.001
70306,-33.79,2,0,3,0.1,0.001
70307,-32.21,3,0,4,0.1,0.001
70308,-29.14,5,0,6,0.1,0.001
70309,-34.78,1,0,2,0.1,0.001
70310,-31.33,4,0,5,0.1,0.001
70311,-34.69,1,0,2,0.1,0.001
70312,49.06,11,1,11,0.1,0.001
70313,-13.72,15,0,16,0.1,0.001
70314,-32.47,3,0,4,0.1,0.001
70315,-32.33,3,0,4,0.1,0.001
70316,-28.99,6,0,7,0.1,0.001
70317,-32.54,3,0,4,0.1,0.001
70318,-29.84,5,0,6,0.1,0.001
70319,39.46,4,1,4,0.1,0.001
70320,-33.45,2,0,3,0.1,0.001
70321,-33.56,2,0,3,0.1,0.001
70322,-33.37,2,0,3,0.1,0.001
70323,-31.02,3,0,4,0.1,0.001
70324,-29.8,4,0,5,0.1,0.001
70325,-18.64,12,0,13,0.1,0.001
70326,-30.8,4,0,5,0.1,0.001
70327,-33.51,2,0,3,0.1,0.001
70328,-27.11,7,0,8,0.1,0.001
70329,-33.52,2,0,3,0.1,0.001
70330,-34.81,1,0,2,0.1,0.001
70331,-26.6,7,0,8,0.1,0.001
70332,-33.46,2,0,3,0.1,0.001
70333,-24.44,9,0,10,0.1,0.001
70334,-30.31,5,0,6,0.1,0.001
70335,-34.67,1,0,2,0.1,0.001
70336,-34.81,1,0,2,0.1,0.001
70337,-34.78,1,0,2,0.1,0.001
70338,-33.48,2,0,3,0.1,0.001
70339,-31.13,3,0,4,0.1,0.001
70340,43.28,7,1,7,0.1,0.001
70341,-33.4,2,0,3,0.1,0.001
70342,-30.98,4,0,5,0.1,0.001
70343,-22.35,11,0,12,0.1,0.001
70344,-34.64,1,0,2,0.1,0.001
70345,-30.19,4,0,5,0.1,0.001
70346,-30.95,4,0,5,0.1,0.001
70347,-33.45,2,0,3,0.1,0.001
70348,-22.52,7,0,8,0.1,0.001
70349,-33.15,2,0,3,0.1,0.001
70350,-30.97,4,0,5,0.1,0.001
70351,-32.69,3,0,4,0.1,0.001
70352,42.14,6,1,6,0.1,0.001
70353,-34.65,1,0,2,0.1,0.001
70354,-16.28,16,0,17,0.1,0.001
70355,-25.29,8,0,9,0.1,0.001
70356,-25.35,8,0,9,0.1,0.001
70357,-25.31,8,0,9,0.1,0.001
70358,-29.98,5,0,6,0.1,0.001
70359,-32.4,3,0,4,0.1,0.001
70360,-29.76,5,0,6,0.1,0.001
70361,-32.03,3,0,4,0.1,0.001
70362,-32.46,3,0,4,0.1,0.001
70363,-30.96,4,0,5,0.1,0.001
70364,-25.56,8,0,9,0.1,0.001
70365,-30.95,4,0,5,0.1,0.001
70366,-34.88,1,0,2,0.1,0.001
70367,-29.98,5,0,6,0.1,0.001
70368,-32.27,3,0,4,0.1,0.001
70369,-31.8,3,0,4,0.1,0.001
70370,-33.76,2,0,3,0.1,0.001
70371,-28.87,4,0,5,0.1,0.001
70372,-32.21,3,0,4,0.1,0.001
70373,38.38,3,1,3,0.1,0.001
70374,41.95,6,1,6,0.1,0.001
70375,43.76,7,1,7,0.1,0.001
70376,-32.16,3,0,4,0.1,0.001
70377,-32.43,3,0,4,0.1,0.001
70378,-30.18,5,0,6,0.1,0.001
70379,-33.19,2,0,3,0.1,0.001
70380,-33.26,2,0,3,0.1,0.001
70381,-34.64,1,0,2,0.1,0.001
70382,-32.27,3,0,4,0.1,0.001
70383,-22.23,10,0,11,0.1,0.001
70384,46.25,9,1,9,0.1,0.001
70385,38.61,3,1,3,0.1,0.001
70386,-33.68,2,0,3,0.1,0.001
70387,-34.8,1,0,2,0.1,0.001
70388,-34.78,1,0,2,0.1,0.001
70389,-30.7,4,0,5,0.1,0.001
70390,-32.46,3,0,4,0.1,0.001
70391,44.03,7,1,7,0.1,0.001
70392,-30.23,5,0,6,0.1,0.001
70393,-33.64,2,0,3,0.1,0.001
70394,41.77,6,1,6,0.1,0.001
70395,-32.38,3,0,4,0.1,0.001
70396,-31.06,4,0,5,0.1,0.001
70397,-32.24,3,0,4,0.1,0.001
70398,-27.91,7,0,8,0.1,0.001
70399,-33.65,2,0,3,0.1,0.001
70400,-34.78,1,0,2,0.1,0.001
70401,-34.77,1,0,2,0.1,0.001
70402,-32.6,3,0,4,0.1,0.001
70403,-28.56,6,0,7,0.1,0.001
70404,37.34,2,1,2,0.1,0.001
70405,-34.84,1,0,2,0.1,0.001
70406,-28.67,6,0,7,0.1,0.001
70407,-33.43,2,0,3,0.1,0.001
70408,-34.66,1,0,2,0.1,0.001
70409,-33.61,2,0,3,0.1,0.001
70410,-25.74,8,0,9,0.1,0.001
70411,-34.79,1,0,2,0.1,0.001
70412,-32.51,3,0,4,0.1,0.001
70413,-34.86,1,0,2,0.1,0.001
70414,-24.86,6,0,7,0.1,0.001
70415,-30.06,5,0,6,0.1,0.001
70416,-22.19,11,0,12,0.1,0.001
70417,-30.9,4,0,5,0.1,0.001
70418,-33.8,2,0,3,0.1,0.001
70419,-32.65,3,0,4,0.1,0.001
70420,-31.25,4,0,5,0.1,0.001
70421,-29.44,5,0,6,0.1,0.001
70422,-33.28,2,0,3,0.1,0.001
70423,-33.63,2,0,3,0.1,0.001
70424,-32.02,3,0,4,0.1,0.001
70425,-32.52,3,0,4,0.1,0.001
70426,-33.29,2,0,3,0.1,0.001
70427,-34.71,1,0,2,0.1,0.001
70428,-33.55,2,0,3,0.1,0.001
70429,-34.76,1,0,2,0.1,0.001
70430,-23.34,10,0,11,0.1,0.001
70431,-31.29,4,0,5,0.1,0.001
70432,-33.45,2,0,3,0.1,0.001
70433,-34.91,1,0,2,0.1,0.001
70434,-33.44,2,0,3,0.1,0.001
70435,43.8,7,1,7,0.1,0.001
70436,-34.71,1,0,2,0.1,0.001
70437,-29.15,5,0,6,0.1,0.001
70438,-32.22,3,0,4,0.1,0.001
70439,-33.31,2,0,3,0.1,0.001
70440,-34.81,1,0,2,0.1,0.001
70441,-30.0,5,0,6,0.1,0.001
70442,-34.81,1,0,2,0.1,0.001
70443,41.52,6,1,6,0.1,0.001
70444,-29.98,5,0,6,0.1,0.001
70445,-33.75,2,0,3,0.1,0.001
70446,-27.16,7,0,8,0.1,0.001
70447,-33.64,2,0,3,0.1,0.001
70448,-33.25,2,0,3,0.1,0.001
70449,38.46,3,1,3,0.1,0.001
70450,46.22,9,1,9,0.1,0.001
70451,-29.85,4,0,5,0.1,0.001
70452,-33.73,2,0,3,0.1,0.001
70453,-26.23,8,0,9,0.1,0.001
70454,-31.09,4,0,5,0.1,0.001
70455,-31.96,3,0,4,0.1,0.001
70456,-31.21,4,0,5,0.1,0.001
70457,-29.6,6,0,7,0.1,0.001
70458,-25.3,8,0,9,0.1,0.001
70459,-33.36,2,0,3,0.1,0.001
70460,-30.0,5,0,6,0.1,0.001
70461,-29.72,4,0,5,0.1,0.001
70462,-28.66,6,0,7,0.1,0.001
70463,-28.58,6,0,7,0.1,0.001
70464,-29.05,6,0,7,0.1,0.001
70465,-19.39,13,0,14,0.1,0.001
70466,-28.99,4,0,5,0.1,0.001
70467,-33.72,2,0,3,0.1,0.001
70468,-31.42,4,0,5,0.1,0.001
70469,-29.91,5,0,6,0.1,0.001
70470,-30.98,4,0,5,0.1,0.001
70471,-31.43,4,0,5,0.1,0.001
70472,41.09,5,1,5,0.1,0.001
70473,-28.69,6,0,7,0.1,0.001
70474,-30.23,5,0,6,0.1,0.001
70475,-33.17,2,0,3,0.1,0.001
70476,-26.1,8,0,9,0.1,0.001
70477,-31.34,4,0,5,0.1,0.001
70478,45.24,7,1,7,0.1,0.001
70479,-26.41,8,0,9,0.1,0.001
70480,-31.48,4,0,5,0.1,0.001
70481,-32.63,3,0,4,0.1,0.001
70482,-32.33,3,0,4,0.1,0.001
70483,42.42,6,1,6,0.1,0.001
70484,-28.47,6,0,7,0.1,0.001
70485,-26.43,7,0,8,0.1,0.001
70486,-28.07,6,0,7,0.1,0.001
70487,-22.15,8,0,9,0.1,0.001
70488,-28.69,6,0,7,0.1,0.001
70489,-32.41,3,0,4,0.1,0.001
70490,38.79,3,1,3,0.1,0.001
70491,-28.38,6,0,7,0.1,0.001
70492,-32.44,3,0,4,0.1,0.001
70493,-27.78,6,0,7,0.1,0.001
70494,-27.82,7,0,8,0.1,0.001
70495,-29.29,5,0,6,0.1,0.001
70496,-28.12,7,0,8,0.1,0.001
70497,-27.97,7,0,8,0.1,0.001
70498,-34.82,1,0,2,0.1,0.001
70499,-29.33,5,0,6,0.1,0.001
70500,-33.5,2,0,3,0.1,0.001
70501,-31.26,4,0,5,0.1,0.001
70502,-34.95,1,0,2,0.1,0.001
70503,-34.82,1,0,2,0.1,0.001
70504,-34.79,1,0,2,0.1,0.001
70505,-29.97,5,0,6,0.1,0.001
70506,-26.36,8,0,9,0.1,0.001
70507,-32.22,3,0,4,0.1,0.001
70508,-34.82,1,0,2,0.1,0.001
70509,-32.51,3,0,4,0.1,0.001
70510,-31.27,4,0,5,0.1,0.001
70511,-30.84,4,0,5,0.1,0.001
70512,-31.45,4,0,5,0.1,0.001
70513,-32.43,3,0,4,0.1,0.001
70514,-29.45,5,0,6,0.1,0.001
70515,-33.52,2,0,3,0.1,0.001
70516,-29.42,5,0,6,0.1,0.001
70517,-33.74,2,0,3,0.1,0.001
70518,-30.44,4,0,5,0.1,0.001
70519,-27.36,7,0,8,0.1,0.001
70520,-26.01,7,0,8,0.1,0.001
70521,-34.87,1,0,2,0.1,0.001
70522,-33.63,2,0,3,0.1,0.001
70523,-33.79,2,0,3,0.1,0.001
70524,-33.71,2,0,3,0.1,0.001
70525,-28.78,6,0,7,0.1,0.001
70526,-34.75,1,0,2,0.1,0.001
70527,-33.8,2,0,3,0.1,0.001
70528,-34.52,1,0,2,0.1,0.001
70529,38.42,3,1,3,0.1,0.001
70530,-34.54,1,0,2,0.1,0.001
70531,-28.66,6,0,7,0.1,0.001
70532,-33.56,2,0,3,0.1,0.001
70533,-31.38,4,0,5,0.1,0.001
70534,-33.77,2,0,3,0.1,0.001
70535,37.25,2,1,2,0.1,0.001
70536,-34.82,1,0,2,0.1,0.001
70537,-33.01,2,0,3,0.1,0.001
70538,-32.26,3,0,4,0.1,0.001
70539,38.4,3,1,3,0.1,0.001
70540,44.87,8,1,8,0.1,0.001
70541,-32.17,3,0,4,0.1,0.001
70542,-29.81,5,0,6,0.1,0.001
70543,-32.56,3,0,4,0.1,0.001
70544,-32.07,3,0,4,0.1,0.001
70545,-27.95,4,0,5,0.1,0.001
70546,-30.75,4,0,5,0.1,0.001
70547,-32.17,3,0,4,0.1,0.001
70548,-33.71,2,0,3,0.1,0.001
70549,-33.77,2,0,3,0.1,0.001
70550,-34.8,1,0,2,0.1,0.001
70551,-33.64,2,0,3,0.1,0.001
70552,-33.66,2,0,3,0.1,0.001
70553,-34.16,1,0,2,0.1,0.001
70554,-20.42,12,0,13,0.1,0.001
70555,-33.7,2,0,3,0.1,0.001
70556,-23.93,10,0,11,0.1,0.001
70557,-26.63,7,0,8,0.1,0.001
70558,-32.83,2,0,3,0.1,0.001
70559,-18.22,12,0,13,0.1,0.001
70560,-28.55,6,0,7,0.1,0.001
70561,-27.62,7,0,8,0.1,0.001
70562,36,1,1,1,0.1,0.001
70563,-31.09,4,0,5,0.1,0.001
70564,-31.8,2,0,3,0.1,0.001
70565,48.11,10,1,10,0.1,0.001
70566,-34.81,1,0,2,0.1,0.001
70567,-27.35,7,0,8,0.1,0.001
70568,-33.6,2,0,3,0.1,0.001
70569,41.9,6,1,6,0.1,0.001
70570,-34.88,1,0,2,0.1,0.001
70571,-22.45,11,0,12,0.1,0.001
70572,-32.0,3,0,4,0.1,0.001
70573,-29.26,5,0,6,0.1,0.001
70574,-30.75,4,0,5,0.1,0.001
70575,-26.09,8,0,9,0.1,0.001
70576,-34.37,1,0,2,0.1,0.001
70577,-31.03,4,0,5,0.1,0.001
70578,-27.3,7,0,8,0.1,0.001
70579,37.37,2,1,2,0.1,0.001
70580,-34.83,1,0,2,0.1,0.001
70581,-34.71,1,0,2,0.1,0.001
70582,-31.14,4,0,5,0.1,0.001
70583,37.12,2,1,2,0.1,0.001
70584,-33.63,2,0,3,0.1,0.001
70585,-20.76,5,0,6,0.1,0.001
70586,-33.63,2,0,3,0.1,0.001
70587,-33.5,2,0,3,0.1,0.001
70588,-31.22,4,0,5,0.1,0.001
70589,-32.29,3,0,4,0.1,0.001
70590,-34.78,1,0,2,0.1,0.001
70591,-27.65,7,0,8,0.1,0.001
70592,-29.62,5,0,6,0.1,0.001
70593,-32.21,3,0,4,0.1,0.001
70594,-29.5,5,0,6,0.1,0.001
70595,-33.5,2,0,3,0.1,0.001
70596,-34.85,1,0,2,0.1,0.001
